ID,STREET_NAME,X,Y,BUS_TRAM_NO
100101,"Ul./Pl.: Targowa,",21.044827,52.248455,"['123', '125', '138', '146', '147', '166', '202', '509', 'N02', 'N03', 'N21', 'N71']"
100102,"Ul./Pl.: Targowa,",21.044443,52.249078,"['138', '166', '509', 'N21', '509^']"
100103,"Ul./Pl.: Targowa,",21.043983,52.248998,"['3', '6', '7', '9^', '22^', '24^', '25', '26']"
100104,"Ul./Pl.: Targowa,",21.041726,52.249905,"['3', '6', '13', '20^', '23^', '25', '26', '28']"
100106,"Ul./Pl.: Kijowska,",21.043710,52.250008,"['3^', '6^', '7', '9^', '13', '20^', '22^', '23^', '24^', '25^', '26^', '28']"
100107,"Ul./Pl.: Kijowska,",21.043690,52.250228,"['120', '123', '169', '412', '512', 'N02', 'N03', 'N71']"
100108,"Ul./Pl.: Kijowska,",21.044087,52.249944,"['120', '123', '169', '412', '512', 'N02', 'N03', 'N71']"
100188,"Ul./Pl.: Kijowska,",21.044087,52.249944,"['N02', 'N03', 'N71']"
100201,"Ul./Pl.: Targowa,",21.038457,52.251325,"['120', '138', '166', '169', 'N02', 'N03', 'N21', 'N71']"
100202,"Ul./Pl.: Targowa,",21.038592,52.251790,"['120', '138', '166', '169', 'N02', 'N03', 'N21', 'N71']"
100203,"Ul./Pl.: Targowa,",21.038379,52.251616,"['3', '6', '13', '20^', '23^', '25', '26', '28']"
100204,"Ul./Pl.: Targowa,",21.038002,52.251880,"['3', '6', '13', '20^', '23^', '25', '26', '28']"
100206,"Ul./Pl.: Targowa,",21.036732,52.253108,"['135', '162', '170', '338', 'N14', 'N16', 'N64', 'N66']"
100301,"Ul./Pl.: Targowa,",21.035454,52.253739,"['120', '135', '162', '166', '169', '170', '338', '412', '509', '512', 'N02', 'N03', 'N14', 'N16', 'N21', 'N64', 'N66', 'N71', '170^', '338^']"
100302,"Ul./Pl.: Targowa,",21.034611,52.255298,"['162', '166', '169', '170', '338', 'N03', 'N14', 'N64', '160^', '190^', '338^', '412^', '512^', 'N16^', 'N66^', '170^']"
100303,"Ul./Pl.: al.""Solidarności"",",21.033248,52.254118,"['4', '13', '20', '23', '26', '28^', '160', '190']"
100304,"Ul./Pl.: al.""Solidarności"",",21.036174,52.255099,"['120', '135', '160', '190', '412', '512', 'N02', 'N11', 'N61', '170^', '509^', '190^', '512^']"
100305,"Ul./Pl.: al.""Solidarności"",",21.033324,52.254287,"['509', 'N11', 'N16', 'N21', 'N61', 'N66', 'N71', '509^']"
100307,"Ul./Pl.: Targowa,",21.035613,52.253857,"['3', '6', '13', '20^', '23^', '25', '26', '28']"
100308,"Ul./Pl.: Targowa,",21.034193,52.255370,"['3', '4', '6', '20', '23', '25', '28']"
100401,"Ul./Pl.: Jagiellońska,",21.028536,52.256614,"['6', '20', '28']"
100402,"Ul./Pl.: Jagiellońska,",21.028103,52.257011,"['6', '20', '28']"
100501,"Ul./Pl.: Jagiellońska,",21.027097,52.258094,"['N14', 'N64']"
100503,"Ul./Pl.: Jagiellońska,",21.025233,52.259193,"['6', '20', '28']"
100504,"Ul./Pl.: Jagiellońska,",21.025560,52.258983,"['6', '20', '28']"
100505,"Ul./Pl.: pl.Hallera,",21.025992,52.259699,"['170', 'N03']"
100506,"Ul./Pl.: pl.Hallera,",21.028465,52.259900,"['170', '338', 'N03', 'N14', 'N64']"
100507,"Ul./Pl.: pl.Hallera,",21.029709,52.261451,"['135', '162', '166', '170', '212', '338', 'N03', 'N14', 'N64']"
100508,"Ul./Pl.: pl.Hallera,",21.030804,52.260974,"['135', '162', '166', '170', '212', '338', 'N03', 'N14', 'N64']"
100509,"Ul./Pl.: pl.Hallera,",21.027361,52.259662,['162']
100511,"Ul./Pl.: pl.Hallera,",21.027130,52.259600,"['135', '212', '162^']"
100518,"Ul./Pl.: pl.Hallera,",21.027177,52.259927,"['166', '338']"
100601,"Ul./Pl.: Starzyńskiego,",21.019547,52.263615,"['409', '500', 'N12', 'N62', '500^']"
100602,"Ul./Pl.: Starzyńskiego,",21.020062,52.263264,"['409', '500', 'N12', 'N62']"
100603,"Ul./Pl.: Starzyńskiego,",21.019762,52.263453,"['1', '4^', '6', '18', '28', '41']"
100604,"Ul./Pl.: Starzyńskiego,",21.020062,52.263465,"['1', '4^', '6', '18', '28', '41']"
100605,"Ul./Pl.: Jagiellońska,",21.021071,52.263049,"['6', '20', '28']"
100606,"Ul./Pl.: Jagiellońska,",21.021061,52.263146,"['6', '20', '28']"
100607,"Ul./Pl.: Starzyńskiego,",21.022528,52.264116,"['1', '4^', '41']"
100608,"Ul./Pl.: Starzyńskiego,",21.022909,52.264224,"['1', '4^', '41']"
100609,"Ul./Pl.: Jagiellońska,",21.021846,52.262572,"['509', 'N03', '170']"
100610,"Ul./Pl.: Jagiellońska,",21.022003,52.262745,"['170', '509', 'N03']"
100612,"Ul./Pl.: Starzyńskiego,",21.023168,52.264087,"['N12', 'N62', '170^', '509^']"
100701,"Ul./Pl.: Jagiellońska,",21.020014,52.266656,"['18', '20']"
100702,"Ul./Pl.: Jagiellońska,",21.020003,52.266819,"['18', '20']"
100703,"Ul./Pl.: Jagiellońska,",21.020309,52.266739,"['509', 'N03']"
100704,"Ul./Pl.: Jagiellońska,",21.020689,52.266724,"['509', 'N03']"
100801,"Ul./Pl.: Jagiellońska,",21.017729,52.269904,"['509', 'N03']"
100802,"Ul./Pl.: Jagiellońska,",21.017146,52.270821,"['509', 'N03']"
100803,"Ul./Pl.: Jagiellońska,",21.016711,52.270517,"['18', '20']"
100804,"Ul./Pl.: Jagiellońska,",21.017369,52.270007,"['18', '20']"
100901,"Ul./Pl.: Jagiellońska,",21.014418,52.273735,"['18', '20']"
100902,"Ul./Pl.: Jagiellońska,",21.014401,52.273851,"['18', '20']"
101001,"Ul./Pl.: Jagiellońska,",21.011972,52.278146,"['509', 'N03']"
101002,"Ul./Pl.: Jagiellońska,",21.012260,52.278418,"['509', 'N03']"
101003,"Ul./Pl.: Jagiellońska,",21.011818,52.278018,"['18', '20']"
101004,"Ul./Pl.: Jagiellońska,",21.011682,52.278304,"['18', '20']"
101101,"Ul./Pl.: Jagiellońska,",21.009617,52.282073,['N03']
101102,"Ul./Pl.: Jagiellońska,",21.010061,52.281939,['N03']
101103,"Ul./Pl.: Jagiellońska,",21.009401,52.281954,"['18', '20']"
101104,"Ul./Pl.: Jagiellońska,",21.009361,52.282102,"['18', '20']"
101201,"Ul./Pl.: Jagiellońska,",21.006507,52.286644,['N03']
101202,"Ul./Pl.: Jagiellońska,",21.006862,52.286790,['N03']
101203,"Ul./Pl.: Jagiellońska,",21.005765,52.287093,"['18', '20']"
101204,"Ul./Pl.: Jagiellońska,",21.006136,52.286796,"['18', '20']"
101301,"Ul./Pl.: Jagiellońska,",21.003259,52.289797,"['509', 'N03', '731^', '723^', '731^']"
101302,"Ul./Pl.: Modlińska,",20.999712,52.293770,"['211', '509', '516', '723', '731', '736', 'N03', '705^', '723^', '731^', '736^']"
101303,"Ul./Pl.: Toruńska,",21.002777,52.290679,"['104', '112', '114', '118', '132', '134', '145', '156', '240', '414', 'N02', '134^']"
101304,"Ul./Pl.: Toruńska,",21.003379,52.290331,"['104', '112', '114', '118', '132', '134', '145', '156', '240', '414', 'N02']"
101305,"Ul./Pl.: Jagiellońska,",21.002175,52.290408,['20']
101306,"Ul./Pl.: Jagiellońska,",21.002229,52.290496,['18']
101308,"Ul./Pl.: Jagiellońska,",21.002401,52.290052,"['18', '20']"
101309,"Ul./Pl.: Modlińska,",21.000905,52.291140,"['N03', '211', '516']"
101310,"Ul./Pl.: Modlińska,",21.000818,52.291224,"['723', '731', '736^']"
101311,"Ul./Pl.: Modlińska,",21.000759,52.291324,"['240', '736']"
101312,"Ul./Pl.: Modlińska,",21.000301,52.291396,['145']
101313,"Ul./Pl.: Modlińska,",21.000238,52.291486,['104']
101401,"Ul./Pl.: Modlińska,",20.997471,52.295347,"['186', '211', '326', '705', '723', '731', '735', '736', 'N03', 'N13', 'N63']"
101501,"Ul./Pl.: Modlińska,",20.993479,52.299240,"['186', '211', '326', '705', '723', '731', '735', '736', 'N03', 'N13', 'N63']"
101502,"Ul./Pl.: Modlińska,",20.993488,52.299600,"['186', '211', '326', '705', '723', '731', '735', '736', 'N03', 'N13', 'N63']"
101601,"Ul./Pl.: Modlińska,",20.989802,52.302715,"['186', '211', '326', '509', '516', '518', '705', '723', '731', '735', '736', 'N03', 'N13', 'N63']"
101602,"Ul./Pl.: Modlińska,",20.988688,52.304190,"['186', '326', '509', '516', '518', '705', '723', '731', '735', '736', 'N03', 'N13', 'N63']"
101603,"Ul./Pl.: Żerańska,",20.988337,52.303160,['211']
101701,"Ul./Pl.: Modlińska,",20.983925,52.307248,"['186', '326', '518', '705', '735', '736', '509', '516', '723', '731', 'N03', 'N13', 'N63']"
101702,"Ul./Pl.: Modlińska,",20.982744,52.308804,"['126', '186', '314', '518', '509', '516', '723', '731', 'N03', 'N13', 'N63']"
101704,"Ul./Pl.: Płochocińska,",20.984730,52.308290,"['126', '314', '326', '705', '735', '736']"
101801,"Ul./Pl.: Modlińska,",20.978492,52.311634,"['126', '186', '314', '516', '518', '723', '731', 'N03', 'N13', 'N63']"
101802,"Ul./Pl.: Modlińska,",20.977930,52.313136,"['126', '186', '314', '516', '518', '723', '731', 'N03', 'N13', 'N63']"
101804,"Ul./Pl.: Ekspresowa,",20.979399,52.312714,['126']
101901,"Ul./Pl.: Modlińska,",20.975587,52.315476,"['126', '186', '314', '723', '731', 'N03', 'N13', 'N63']"
101902,"Ul./Pl.: Modlińska,",20.975301,52.317148,"['126', '186', '314', '511', '723', '731', 'N03', 'N13', 'N63']"
101903,"Ul./Pl.: płk.Kuklińskiego,",20.973115,52.315760,['511']
102001,"Ul./Pl.: Modlińska,",20.972121,52.320610,"['126', '186', '314', '509', '511', '516', '518', '723', '731', 'N03', 'N13', 'N63', '511^']"
102002,"Ul./Pl.: Modlińska,",20.971791,52.321859,"['126', '152', '511', '723', '731']"
102003,"Ul./Pl.: Światowida,",20.970690,52.320584,"['152', '186', '314', '509', '516', '518', 'N03', 'N13', 'N63']"
102101,"Ul./Pl.: Modlińska,",20.967982,52.326982,"['126', '152', '723', '731']"
102102,"Ul./Pl.: Modlińska,",20.968033,52.327786,"['126', '152', '723', '731']"
102201,"Ul./Pl.: Modlińska,",20.965765,52.330805,"['126', '152', '511', '723', '731']"
102202,"Ul./Pl.: Modlińska,",20.965189,52.332124,"['126', '511', '723', '731']"
102204,"Ul./Pl.: Klasyków,",20.966780,52.331801,['152']
102301,"Ul./Pl.: Modlińska,",20.962165,52.334167,"['126', '511', '723', '731']"
102302,"Ul./Pl.: Modlińska,",20.961119,52.335592,"['511', '723', '731', 'N63']"
102303,"Ul./Pl.: Mehoffera,",20.960209,52.333901,"['126', '133', 'N63']"
102304,"Ul./Pl.: Mehoffera,",20.962403,52.335386,"['133', '133^']"
102401,"Ul./Pl.: Modlińska,",20.958266,52.337473,"['723', '731', 'N63']"
102402,"Ul./Pl.: Modlińska,",20.957452,52.338710,"['723', '731', 'N63']"
102501,"Ul./Pl.: Modlińska,",20.951680,52.343160,"['511', '723', '731', 'N63']"
102502,"Ul./Pl.: Modlińska,",20.951419,52.344138,"['511', '723', '731', 'N63', '900']"
102504,"Ul./Pl.: Prząśniczek,",20.952118,52.343810,['900']
102601,"Ul./Pl.: Modlińska,",20.949042,52.346283,"['723', '731', 'N63']"
102602,"Ul./Pl.: Modlińska,",20.948461,52.347733,"['723', '731', 'N63']"
102701,"Ul./Pl.: Modlińska,",20.941415,52.355420,"['723', '731', 'N63']"
102702,"Ul./Pl.: Modlińska,",20.940964,52.356470,"['723', 'N63']"
102703,"Ul./Pl.: Przyrzecze,",20.939958,52.355433,['211']
102704,"Ul./Pl.: Modlińska,",20.941323,52.356339,['731']
102801,"Ul./Pl.: Kijowska,",21.049991,52.252780,"['7', '13', '3^', '6^', '7^', '9^', '13^', '20^', '22^', '23^', '24^', '25^', '26^', '28^']"
102802,"Ul./Pl.: Kijowska,",21.050619,52.252937,"['3^', '6^', '7', '9^', '13', '20^', '22^', '23^', '24^', '25^', '26^', '28^', '28^']"
102803,"Ul./Pl.: Kijowska,",21.052101,52.252881,['512']
102804,"Ul./Pl.: Kijowska,",21.051751,52.252766,"['N02', 'N03', 'N71', '412^', '412', 'N02^']"
102805,"Ul./Pl.: Kijowska,",21.051028,52.252538,"['120', '123']"
102806,"Ul./Pl.: Kijowska,",21.052035,52.252956,"['N02', 'N03', 'N71', '156', 'N03^', 'N03^']"
102807,"Ul./Pl.: Kijowska,",21.051689,52.252847,['169']
102808,"Ul./Pl.: Kijowska,",21.051878,52.253126,['N02^']
102811,"Ul./Pl.: Kijowska,",21.050033,52.253025,"['120', '123', '156', '169', '412', '512']"
102813,"Ul./Pl.: Kijowska,",21.050526,52.252387,"['412^', '512^']"
102815,"Ul./Pl.: Kijowska,",21.049945,52.252829,['28']
102816,"Ul./Pl.: Trasa Świętokrzyska,",21.055520,52.254257,['156']
102901,"Ul./Pl.: Kawęczyńska,",21.053229,52.256488,"['7', '13']"
102902,"Ul./Pl.: al.Tysiąclecia,",21.052793,52.256047,"['3^', '6^', '7', '9^', '13', '20^', '22^', '23^', '24^', '25^', '26^', '28^']"
103001,"Ul./Pl.: Kawęczyńska,",21.056336,52.257407,"['7', '13', '7^', '13^']"
103002,"Ul./Pl.: Kawęczyńska,",21.055144,52.257021,"['7', '13', '3^', '6^', '7^', '9^', '20^', '22^', '23^', '24^', '25^', '26^', '28^', '7^', '13^']"
103101,"Ul./Pl.: Kawęczyńska,",21.059237,52.258274,"['7', '13']"
103102,"Ul./Pl.: Kawęczyńska,",21.059643,52.258155,['7']
103103,"Ul./Pl.: Kawęczyńska,",21.059661,52.258106,['13']
103201,"Ul./Pl.: Ząbkowska,",21.044862,52.254576,"['138', '170', '338', 'N16', 'N66']"
103202,"Ul./Pl.: Ząbkowska,",21.042536,52.253935,"['138', '170', '338', 'N16', 'N66']"
103301,"Ul./Pl.: Radzymińska,",21.050026,52.256384,"['138', '170', '338', 'N16', 'N66']"
103302,"Ul./Pl.: Ząbkowska,",21.048532,52.255108,"['138', '170', '338', 'N16', 'N66']"
103401,"Ul./Pl.: Radzymińska,",21.052788,52.259741,"['138', '170', '338', 'N16', 'N66']"
103402,"Ul./Pl.: Radzymińska,",21.052190,52.258777,"['138', '170', '338', 'N16', 'N66']"
103501,"Ul./Pl.: Naczelnikowska,",21.057143,52.263438,"['138', '170', '338', 'N16']"
103502,"Ul./Pl.: Naczelnikowska,",21.057105,52.263298,"['138', '170', '338', 'N16']"
103601,"Ul./Pl.: Zabraniecka,",21.063721,52.262169,"['138', '156', 'N16']"
103602,"Ul./Pl.: Zabraniecka,",21.066248,52.261393,['138']
103603,"Ul./Pl.: Trasa Świętokrzyska,",21.064340,52.261399,['156']
103701,"Ul./Pl.: Zabraniecka,",21.067406,52.261176,"['138', 'N16']"
103702,"Ul./Pl.: Zabraniecka,",21.068113,52.260944,['138']
103801,"Ul./Pl.: Zabraniecka,",21.071933,52.260757,"['138', 'N16']"
103802,"Ul./Pl.: Zabraniecka,",21.073665,52.260785,['138']
103901,"Ul./Pl.: Zabraniecka,",21.075939,52.260909,"['138', 'N16']"
103902,"Ul./Pl.: Zabraniecka,",21.077580,52.260617,"['138', '338', 'N16']"
103903,"Ul./Pl.: Księżnej Anny,",21.077520,52.261307,['338']
104001,"Ul./Pl.: Zabraniecka,",21.083880,52.260428,"['138', '338', 'N16']"
104002,"Ul./Pl.: Zabraniecka,",21.085718,52.260539,"['138', '338', 'N16']"
104101,"Ul./Pl.: Zabraniecka,",21.087538,52.260747,"['138', '338', 'N16']"
104102,"Ul./Pl.: Zabraniecka,",21.089473,52.260575,"['138', '338', 'N16']"
104104,"Ul./Pl.: Utrata,",21.088605,52.261372,"['138', '338']"
104201,"Ul./Pl.: Zabraniecka,",21.094609,52.260457,"['138', '338', 'N16']"
104202,"Ul./Pl.: Gwarków,",21.096573,52.260275,"['138', '338', 'N16']"
104301,"Ul./Pl.: Gwarków,",21.100661,52.260614,"['N16', '138', '338']"
104401,"Ul./Pl.: Utrata,",21.093459,52.264701,"['138', '338']"
104402,"Ul./Pl.: Utrata,",21.093224,52.264549,"['138', '338']"
104501,"Ul./Pl.: Księcia Ziemowita,",21.063213,52.263725,"['156', '170', '338', 'N16']"
104502,"Ul./Pl.: Księcia Ziemowita,",21.063816,52.263887,"['156', '170', '338', 'N16']"
104601,"Ul./Pl.: Księcia Ziemowita,",21.067592,52.265535,"['156', '170', '338', 'N16']"
104602,"Ul./Pl.: Księcia Ziemowita,",21.069329,52.266190,"['156', '170', '338', 'N16']"
104701,"Ul./Pl.: Księcia Ziemowita,",21.071830,52.267334,"['156', '170', '338', 'N16']"
104702,"Ul./Pl.: Księcia Ziemowita,",21.074056,52.268134,"['170', '256', 'N16', 'N66']"
104703,"Ul./Pl.: gen.Rozwadowskiego,",21.072278,52.268438,"['156', '256']"
104704,"Ul./Pl.: Rzeczna,",21.073577,52.267080,"['338', 'N16']"
104801,"Ul./Pl.: Księcia Ziemowita,",21.077962,52.269907,"['170', '256', 'N16']"
104802,"Ul./Pl.: Swojska,",21.080010,52.270670,"['170', '256', 'N16', 'N66']"
104901,"Ul./Pl.: Swojska,",21.087157,52.273810,['170']
105001,"Ul./Pl.: Bardowskiego,",21.091219,52.273543,['170']
105002,"Ul./Pl.: Bardowskiego,",21.091739,52.272916,['170']
105101,"Ul./Pl.: Bardowskiego,",21.093753,52.270976,['170']
105201,"Ul./Pl.: al.""Solidarności"",",21.040029,52.257087,"['120', '135', '160', '190', 'N02', 'N03', 'N11', 'N61']"
105202,"Ul./Pl.: al.""Solidarności"",",21.041521,52.257499,"['120', '135', '160', '190', 'N02', 'N11', 'N61']"
105301,"Ul./Pl.: al.""Solidarności"",",21.046392,52.259901,"['120', '135', '160', '190', 'N02', 'N03', 'N11', 'N61', '160^']"
105302,"Ul./Pl.: al.""Solidarności"",",21.046243,52.259525,"['120', '160', '190', 'N02', 'N11', 'N61']"
105304,"Ul./Pl.: Szwedzka,",21.045639,52.261616,"['135', 'N02', '120^']"
105305,"Ul./Pl.: Stalowa,",21.044480,52.261600,"['N03', 'N14', 'N64']"
105307,"Ul./Pl.: Szwedzka,",21.046148,52.261020,['N02']
105401,"Ul./Pl.: Radzymińska,",21.058383,52.266532,"['120', '160', '190', '412', '512', 'N02', 'N11', 'N61', 'N66']"
105402,"Ul./Pl.: Radzymińska,",21.058880,52.266587,"['120', '160', '190', '412', '512', 'N02', 'N11', 'N61', 'N66', '120^', '160^']"
105501,"Ul./Pl.: Radzymińska,",21.060081,52.268593,"['120', '160', '190', 'N02', 'N11', 'N61', 'N66', '156^', 'N62^']"
105502,"Ul./Pl.: Radzymińska,",21.061291,52.269527,"['156', '190', 'N11', 'N61', 'N66', '156^']"
105504,"Ul./Pl.: Gorzykowska,",21.059748,52.269354,"['120', '156', '160', 'N02']"
105601,"Ul./Pl.: Radzymińska,",21.063163,52.272327,"['156', '190', '512', 'N11', 'N61', 'N66']"
105602,"Ul./Pl.: Radzymińska,",21.064440,52.273342,"['140', '156', '190', '199', '212', '256', '340', '345', '512', '738', 'N11', 'N61', 'N62', 'N66', '140^', '345^', '738^']"
105603,"Ul./Pl.: Trocka,",21.061808,52.273412,"['140', '199', '212', '256', '340', '345', '738', 'N62']"
105701,"Ul./Pl.: Radzymińska,",21.066470,52.276400,"['190', '199', '212', '345', '140', '340', '512', '738', 'N11', 'N61', 'N62', 'N66']"
105702,"Ul./Pl.: Radzymińska,",21.067813,52.277512,"['190', '199', '345', '140', '340', '512', '738', 'N61', 'N62']"
105704,"Ul./Pl.: Jórskiego,",21.066325,52.277167,"['212', 'N11']"
105801,"Ul./Pl.: Radzymińska,",21.069075,52.279579,"['190', '199', '345', '512', '140', '340', '738', 'N61', 'N62', 'N66']"
105802,"Ul./Pl.: Radzymińska,",21.070773,52.281107,"['190', '199', '345', '512', '140', '340', '738', 'N61', 'N62']"
105804,"Ul./Pl.: Tarnogórska,",21.070686,52.280062,['199']
105901,"Ul./Pl.: Radzymińska,",21.071784,52.282864,"['190', '199', '140', '340', '345', '512', '738', 'N61', 'N62', 'N66']"
105902,"Ul./Pl.: Radzymińska,",21.073540,52.284455,"['190', '199', '140', '340', '345', '512', '738', 'N61', 'N62']"
106001,"Ul./Pl.: Radzymińska,",21.074692,52.286336,"['140', '190', '199', '340', '345', '412', '512', '738', 'N61', 'N62', 'N66']"
106002,"Ul./Pl.: Młodzieńcza,",21.074864,52.287379,"['145', '512']"
106003,"Ul./Pl.: Łodygowa,",21.076729,52.286622,"['145', '345', 'N62', '145^']"
106004,"Ul./Pl.: Radzymińska,",21.076190,52.287747,"['140', '190', '199', '340', '412', '738', 'N61']"
106101,"Ul./Pl.: Młodzieńcza,",21.069807,52.290664,"['145', '512']"
106102,"Ul./Pl.: Młodzieńcza,",21.070583,52.290255,"['145', '512']"
106201,"Ul./Pl.: Kondratowicza,",21.061719,52.292078,['145']
106202,"Ul./Pl.: Kondratowicza,",21.060605,52.292155,['145']
106301,"Ul./Pl.: Codzienna,",21.063395,52.286228,['512']
106302,"Ul./Pl.: Codzienna,",21.063051,52.285954,['512']
106401,"Ul./Pl.: Łodygowa,",21.086548,52.286596,"['145', '345', 'N62']"
106402,"Ul./Pl.: Łodygowa,",21.089552,52.286305,"['145', '345', 'N62']"
106501,"Ul./Pl.: Łodygowa,",21.093364,52.286357,"['145', '345', 'N62']"
106502,"Ul./Pl.: Łodygowa,",21.095206,52.286120,"['145', '345', 'N62']"
106601,"Ul./Pl.: Inżynierska,",21.034529,52.258429,"['162', '166', '169', '170', '338', 'N03', 'N14', 'N64']"
106602,"Listopada,",21.034661,52.257882,"['169', 'N03^']"
106603,"Listopada,",21.034170,52.257610,"['3', '4', '23', '25']"
106604,"Listopada,",21.034632,52.257977,"['3', '4', '23', '25']"
106605,"Ul./Pl.: Stalowa,",21.035712,52.258332,"['N03', 'N14', 'N64']"
106606,"Ul./Pl.: Ratuszowa,",21.033340,52.258393,"['162', '166', '170', '338', 'N03']"
106701,"Ul./Pl.: Stalowa,",21.039320,52.259464,"['23', 'N03', 'N14', 'N64']"
106702,"Ul./Pl.: Stalowa,",21.039768,52.259611,"['23', 'N03', 'N14', 'N64']"
106801,"Ul./Pl.: Środkowa,",21.042536,52.259169,['23']
106901,"Ul./Pl.: Czynszowa,",21.042926,52.260132,['23']
107001,"Ul./Pl.: Szwedzka,",21.042260,52.264497,"['135', 'N14', 'N64']"
107002,"Ul./Pl.: Szwedzka,",21.041338,52.265376,"['135', 'N14', 'N64']"
107101,"Listopada,",21.038261,52.263766,"['3', '4', '25', '135', '169', '212']"
107102,"Listopada,",21.038481,52.264222,"['3', '4', '25', '169']"
107201,"Ul./Pl.: Ratuszowa,",21.035886,52.260370,['169']
107402,"Ul./Pl.: Namysłowska,",21.033050,52.264094,"['135', '212']"
107501,"Ul./Pl.: Starzyńskiego,",21.030033,52.266818,"['N12', 'N62']"
107502,"Ul./Pl.: Starzyńskiego,",21.031266,52.266785,"['135', '212', 'N12', 'N62']"
107503,"Ul./Pl.: Starzyńskiego,",21.030808,52.266893,"['1', '4^', '41']"
107504,"Ul./Pl.: Starzyńskiego,",21.031325,52.267001,"['1', '4^', '41']"
107601,"Listopada,",21.037797,52.266563,"['135', '169', '212']"
107602,"Ul./Pl.: Szwedzka,",21.038547,52.267046,"['135', 'N14', 'N64']"
107701,"Ul./Pl.: św.Wincentego,",21.038485,52.269314,"['169', '212', '409', '500', 'N12', 'N62', '500^']"
107702,"Ul./Pl.: św.Wincentego,",21.038952,52.269214,"['169', '212', '409', '500', 'N12', 'N62', '500^']"
107703,"Ul./Pl.: Odrowąża,",21.036939,52.269172,"['3', '4', '25']"
107704,"Ul./Pl.: Odrowąża,",21.036630,52.269483,"['1', '3', '4', '25', '41']"
107705,"Ul./Pl.: Odrowąża,",21.036352,52.269301,"['N14', 'N64']"
107706,"Ul./Pl.: Odrowąża,",21.036813,52.269523,"['N14', 'N64']"
107707,"Ul./Pl.: Odrowąża,",21.036872,52.269139,"['1', '4^', '41']"
107801,"Ul./Pl.: Odrowąża,",21.032576,52.272703,"['N14', 'N64']"
107802,"Ul./Pl.: Odrowąża,",21.031967,52.273903,"['N14', 'N64']"
107803,"Ul./Pl.: Odrowąża,",21.031907,52.273599,"['1', '3', '4', '25', '41']"
107804,"Ul./Pl.: Odrowąża,",21.031614,52.273952,"['1', '3', '4', '25', '41']"
107901,"Ul./Pl.: Odrowąża,",21.027848,52.277687,"['N14', 'N64']"
107902,"Ul./Pl.: Odrowąża,",21.027433,52.279006,"['204', 'N14', 'N64']"
107903,"Ul./Pl.: Odrowąża,",21.027361,52.278600,"['1', '3', '4', '25', '41']"
107904,"Ul./Pl.: Odrowąża,",21.027846,52.278037,"['1', '3', '4', '25', '41']"
107905,"Ul./Pl.: Pożarowa,",21.026430,52.277975,['204']
108001,"Ul./Pl.: Odrowąża,",21.025979,52.280213,"['204', 'N14', 'N64']"
108002,"Ul./Pl.: Wysockiego,",21.025505,52.281617,"['204', 'N14', 'N64']"
108003,"Ul./Pl.: Matki Teresy z Kalkuty,",21.026648,52.281021,"['1', '3', '4', '25', '41']"
108004,"Ul./Pl.: Matki Teresy z Kalkuty,",21.027270,52.281143,"['1', '3', '4', '25', '41']"
108006,"Ul./Pl.: Matki Teresy z Kalkuty,",21.026747,52.281132,['176']
108102,"Ul./Pl.: Rembielińska,",21.034186,52.283525,['176']
108201,"Ul./Pl.: Rembielińska,",21.032915,52.284879,"['1', '3', '4', '25', '41']"
108202,"Ul./Pl.: Rembielińska,",21.032797,52.285142,"['1', '3', '4', '25', '41']"
108301,"Ul./Pl.: Bartnicza,",21.029675,52.288112,"['114', '126', '145', '156', '176', '204', '414', 'N02', 'N14', 'N64']"
108302,"Ul./Pl.: Wyszogrodzka,",21.031435,52.288458,"['114', '126', '145', '156', '204', '414', 'N02', 'N14', 'N64']"
108303,"Ul./Pl.: Rembielińska,",21.030278,52.288737,"['1', '3', '4', '25', '41']"
108304,"Ul./Pl.: Rembielińska,",21.030841,52.287994,"['1', '3', '4', '25', '41']"
108401,"Ul./Pl.: Rembielińska,",21.029102,52.290453,"['1', '3', '4', '25', '41']"
108402,"Ul./Pl.: Rembielińska,",21.029526,52.289921,"['1', '3', '4', '25', '41']"
108553,"Ul./Pl.: Rembielińska,",21.027946,52.292576,"['1', '3', '4', '25', '41']"
108554,"Ul./Pl.: Rembielińska,",21.027677,52.293153,"['1', '3', '4', '25', '41']"
108603,"Ul./Pl.: Rembielińska,",21.024676,52.296618,"['1', '3', '4', '25', '41']"
108604,"Ul./Pl.: Rembielińska,",21.024592,52.296821,"['1', '3', '4', '25', '41']"
108605,"Ul./Pl.: Toruńska,",21.023333,52.297334,"['104', '112', '118', '132', '134', '240', 'N64']"
108606,"Ul./Pl.: Toruńska,",21.025316,52.297297,"['104', '112', '118', '132', '134', '240', 'N64']"
108701,"Ul./Pl.: Annopol,",21.021703,52.298487,['25']
108702,"Ul./Pl.: Annopol,",21.021790,52.298511,['3']
108703,"Ul./Pl.: Annopol,",21.021882,52.298540,['1']
108803,"Ul./Pl.: Annopol,",21.021030,52.301462,"['4', '41']"
108804,"Ul./Pl.: Annopol,",21.021472,52.300960,"['4', '41']"
108903,"Ul./Pl.: Annopol,",21.018286,52.305118,"['4', '41']"
108904,"Ul./Pl.: Annopol,",21.018018,52.305542,"['4', '41']"
108905,"Ul./Pl.: Odlewnicza,",21.017150,52.305630,['314']
108952,"Ul./Pl.: Annopol,",21.017632,52.306267,['314']
109001,"Ul./Pl.: Annopol,",21.015844,52.308341,"['4', '41']"
