ID,STREET_NAME,X,Y,BUS_TRAM_NO
312802,"Ul./Pl.: Surowieckiego,",21.024024,52.161816,"['136', '179', '195', 'N34']"
312901,"Ul./Pl.: Surowieckiego,",21.021215,52.158081,"['136', '179', '195', 'N34']"
312902,"Ul./Pl.: Surowieckiego,",21.021287,52.158904,"['136', '179', '195', 'N34']"
313001,"Ul./Pl.: Romera,",21.023741,52.155819,"['136', '179', '195', '239', 'N34']"
313002,"Ul./Pl.: Romera,",21.023070,52.155874,"['136', '179', '195', 'N34']"
313101,"Ul./Pl.: Herbsta,",21.031900,52.154350,"['179', '209', '239']"
313102,"Ul./Pl.: Herbsta,",21.029745,52.153135,"['136', '195', '209', '239', 'N34']"
313104,"Ul./Pl.: Romera,",21.029839,52.154561,"['136', '179', '195', 'N34']"
313201,"Ul./Pl.: Jastrzębowskiego,",21.035185,52.156487,"['193', '239', 'N37']"
313202,"Ul./Pl.: Herbsta,",21.033754,52.155710,"['179', '209', '239']"
313203,"Ul./Pl.: al.KEN,",21.035104,52.155745,"['179', '193', '239', 'N37']"
313204,"Ul./Pl.: al.KEN,",21.033602,52.156841,"['209', '401^']"
313301,"Ul./Pl.: Pileckiego,",21.027393,52.150832,"['148', '192']"
313302,"Ul./Pl.: Pileckiego,",21.026204,52.151325,"['148', '192', '239']"
313303,"Ul./Pl.: Herbsta,",21.027930,52.151820,"['136', '195', '209', 'N34']"
313401,"Ul./Pl.: Ciszewskiego,",21.033733,52.150099,"['136', '179', '192', '504', '737']"
313402,"Ul./Pl.: Roentgena,",21.031729,52.148979,"['179', '195', '209', '737']"
313403,"Ul./Pl.: Pileckiego,",21.033781,52.148532,"['148', 'N34']"
313404,"Ul./Pl.: Pileckiego,",21.031813,52.149980,"['136', '148', '192', '195', '209', '504', 'N34']"
313601,"Ul./Pl.: Ciszewskiego,",21.039330,52.153920,"['192', '193', '401', 'N37']"
313602,"Ul./Pl.: Ciszewskiego,",21.037590,52.152980,"['179', '192', '737']"
313604,"Ul./Pl.: al.KEN,",21.037853,52.154309,"['179', '193', '401', 'N37']"
313605,"Ul./Pl.: al.KEN,",21.037095,52.154146,['401']
313606,"Ul./Pl.: al.KEN,",21.037503,52.153908,"['239', '239', '737']"
313701,"Ul./Pl.: Cynamonowa,",21.042207,52.155087,['192']
313702,"Ul./Pl.: Ciszewskiego,",21.040964,52.155217,"['192', '193']"
313802,"Ul./Pl.: Cynamonowa,",21.047085,52.151540,['192']
313803,"Ul./Pl.: Indiry Gandhi,",21.048490,52.151550,"['148', '179', '185', '503', 'N37']"
313804,"Ul./Pl.: Indiry Gandhi,",21.046991,52.150858,"['148', '179', '185', '192', '195', '503']"
313805,"Ul./Pl.: Cynamonowa,",21.048282,52.150811,"['136', '195', 'N37']"
313901,"Ul./Pl.: Dereniowa,",21.042800,52.147220,"['192', '195', '504']"
313902,"Ul./Pl.: Dereniowa,",21.041692,52.148278,"['136', '504']"
313903,"Ul./Pl.: Indiry Gandhi,",21.043151,52.148193,"['136', '148', '179', '185', '192', '195', '503']"
313904,"Ul./Pl.: Indiry Gandhi,",21.041660,52.147550,"['148', '179', '185']"
314002,"Ul./Pl.: Dereniowa,",21.044415,52.143026,"['192', '195', '503', '504']"
314053,"Ul./Pl.: Dereniowa,",21.044137,52.143103,"['192', '195', '504']"
314054,"Ul./Pl.: Płaskowickiej,",21.042936,52.141718,"['195', 'N34']"
314102,"Ul./Pl.: Płaskowickiej,",21.048170,52.143713,['503']
314211,"Ul./Pl.: al.KEN,",21.051394,52.145898,['136']
314214,"Ul./Pl.: Płaskowickiej,",21.050750,52.144980,['503^']
314261,"Ul./Pl.: al.KEN,",21.050270,52.146611,['503']
314264,"Ul./Pl.: Płaskowickiej,",21.050000,52.144611,['503']
314304,"Ul./Pl.: Cynamonowa,",21.055655,52.149143,"['195', 'N37']"
314352,"Ul./Pl.: Płaskowickiej,",21.055905,52.147518,['136']
314401,"Ul./Pl.: Cynamonowa,",21.053264,52.149916,"['136', '195', 'N37']"
314402,"Ul./Pl.: Cynamonowa,",21.051930,52.150250,"['195', 'N37']"
314601,"Ul./Pl.: Belgradzka,",21.061805,52.140986,"['166', '179']"
314602,"Ul./Pl.: Belgradzka,",21.060145,52.140633,"['166', '179', '195']"
314701,"Ul./Pl.: Vogla,",21.092919,52.160745,"['163', '164', 'N31']"
314702,"Ul./Pl.: Vogla,",21.092777,52.160749,"['163', '164']"
314801,"Ul./Pl.: Vogla,",21.101540,52.161235,"['163', '164', 'N31']"
314802,"Ul./Pl.: Vogla,",21.100796,52.161282,"['163', '164']"
314901,"Ul./Pl.: Vogla,",21.104913,52.161273,"['163', '164', 'N31']"
314902,"Ul./Pl.: Vogla,",21.104772,52.161305,"['163', '164']"
315001,"Ul./Pl.: Vogla,",21.108931,52.165583,"['163', 'N31']"
315002,"Ul./Pl.: Vogla,",21.108991,52.164634,"['163', '164']"
315003,"Ul./Pl.: Syta,",21.110022,52.164704,['164']
315101,"Ul./Pl.: Ciszewskiego,",21.050545,52.158962,"['166', '193', '401']"
315102,"Ul./Pl.: Ciszewskiego,",21.052174,52.159458,['148']
315104,"Ul./Pl.: Nowoursynowska,",21.050869,52.159822,"['148', '166', '193', '401']"
315106,"Ul./Pl.: Ciszewskiego,",21.049873,52.158594,"['166', '193']"
315201,"Ul./Pl.: Syta,",21.101836,52.179462,"['163', 'N31']"
315202,"Ul./Pl.: Syta,",21.101792,52.179449,['163']
315301,"Ul./Pl.: Syta,",21.114493,52.162110,['164']
315302,"Ul./Pl.: Syta,",21.115048,52.161862,['164']
315401,"Ul./Pl.: Syta,",21.118741,52.159458,['164']
315402,"Ul./Pl.: Syta,",21.118836,52.159448,['164']
315602,"Ul./Pl.: Bruzdowa,",21.128941,52.156317,['164']
315651,"Ul./Pl.: Bruzdowa,",21.128941,52.156317,['164']
315701,"Ul./Pl.: Bruzdowa,",21.132814,52.151260,['164']
315702,"Ul./Pl.: Bruzdowa,",21.133077,52.151038,['164']
315801,"Ul./Pl.: Bruzdowa,",21.135610,52.147690,['164']
315802,"Ul./Pl.: Bruzdowa,",21.136276,52.147218,['164']
315901,"Ul./Pl.: Bruzdowa,",21.138194,52.145889,"['164', '164']"
315981,"Ul./Pl.: Bruzdowa,",21.138195,52.145889,"['164', '164']"
316001,"Ul./Pl.: Puławska,",21.018597,52.098588,"['709', '727', 'N83']"
316002,"Ul./Pl.: Puławska,",21.019044,52.098557,"['709', '727', '739', 'N83']"
316003,"Ul./Pl.: Geodetów,",21.021250,52.098486,['739']
316101,"Ul./Pl.: Puławska,",21.019278,52.087367,"['709', '727', 'N83']"
316102,"Ul./Pl.: Puławska,",21.019301,52.088711,"['709', '727', 'N83']"
316203,"Ul./Pl.: Puławska,",21.022598,52.082275,"['709', '727', 'N83']"
316204,"Ul./Pl.: Puławska,",21.022416,52.083285,"['709', '727', 'N83', '710^', '724^']"
316301,"Ul./Pl.: Puławska,",21.026045,52.076930,"['N83', '709', '710^']"
316302,"Ul./Pl.: Puławska,",21.024764,52.079228,['727']
316303,"Ul./Pl.: Puławska,",21.025101,52.078359,"['724', '727']"
316401,"Ul./Pl.: Chyliczkowska,",21.036035,52.076512,"['710', '724']"
316402,"Ul./Pl.: Chyliczkowska,",21.033530,52.076350,"['710', '724', 'N83']"
316501,"Ul./Pl.: Wojska Polskiego,",21.021417,52.079869,"['707', '724', '727', '710']"
316502,"Ul./Pl.: Wojska Polskiego,",21.021590,52.079786,"['707', '709', '727']"
316701,"Ul./Pl.: Kościuszki,",21.027167,52.073121,"['724', '727', 'N83']"
316702,"Ul./Pl.: Sierakowskiego,",21.028345,52.074301,['727']
316801,"Ul./Pl.: Sienkiewicza,",21.025004,52.069128,['727']
316802,"Ul./Pl.: Sienkiewicza,",21.023226,52.067853,['727']
316803,"Ul./Pl.: Wojska Polskiego,",21.023998,52.069095,['707']
316901,"Ul./Pl.: Sienkiewicza,",21.019095,52.065282,['727']
316902,"Ul./Pl.: Sienkiewicza,",21.020273,52.065929,['727']
317001,"Ul./Pl.: Polskiego Państwa Podziemnego,",21.008163,52.056779,['727']
317002,"Ul./Pl.: Polskiego Państwa Podziemnego,",21.008649,52.057609,['727']
317101,"Ul./Pl.: Pod Bateriami,",20.998731,52.051816,['727']
317102,"Ul./Pl.: Pod Bateriami,",20.999446,52.051945,['727']
317201,"Ul./Pl.: Pod Bateriami,",20.989720,52.049325,['727']
317202,"Ul./Pl.: Pod Bateriami,",20.989966,52.049348,['727']
317301,"Ul./Pl.: Pułaskiego,",21.078739,52.084741,['724']
317302,"Ul./Pl.: Pułaskiego,",21.079689,52.084638,['724']
317401,"Ul./Pl.: Chyliczkowska,",21.049349,52.076930,['710']
317402,"Ul./Pl.: Chyliczkowska,",21.048560,52.076870,['710']
317501,"Ul./Pl.: Starochylicka,",21.063915,52.078489,['710']
317502,"Ul./Pl.: Starochylicka,",21.062056,52.078296,['710']
317601,"Ul./Pl.: Długa,",21.071285,52.077915,['710']
317602,"Ul./Pl.: Długa,",21.072135,52.077890,['710']
317701,"Ul./Pl.: Długa,",21.078279,52.077998,"['710', '200^']"
317702,"Ul./Pl.: Długa,",21.076508,52.077908,"['710', '200']"
317801,"Ul./Pl.: Długa,",21.088157,52.078137,"['200', '710']"
317802,"Ul./Pl.: Długa,",21.089514,52.078096,"['200', '710']"
317901,"Ul./Pl.: Prusa,",21.101488,52.077302,"['200', '710', 'N50']"
317902,"Ul./Pl.: Prusa,",21.099933,52.077135,"['200', '710']"
318001,"Ul./Pl.: Prusa,",21.110081,52.077869,"['200', '710', 'N50']"
318002,"Ul./Pl.: Prusa,",21.111336,52.077905,"['200', '710']"
318101,"Ul./Pl.: Piłsudskiego,",21.118088,52.078499,"['200', '710', 'N50']"
318102,"Ul./Pl.: Piłsudskiego,",21.118493,52.078928,"['200', '710']"
318201,"Ul./Pl.: Wierzejewskiego,",21.113750,52.080300,"['200', '710']"
318203,"Ul./Pl.: Wierzejewskiego,",21.113806,52.080656,['200']
318301,"Ul./Pl.: Piłsudskiego,",21.119725,52.084256,"['710', '200', 'N50']"
318302,"Ul./Pl.: Piłsudskiego,",21.119557,52.083710,"['710', '200']"
318401,"Ul./Pl.: Piłsudskiego,",21.121453,52.088484,"['710', '200', 'N50']"
318402,"Ul./Pl.: Piłsudskiego,",21.121706,52.089018,"['710', '200']"
318501,"Ul./Pl.: al.Wojska Polskiego,",21.122549,52.090737,"['251', '710', 'N50']"
318502,"Ul./Pl.: al.Wojska Polskiego,",21.122698,52.090666,"['710', '251']"
318601,"Ul./Pl.: Mirkowska,",21.135279,52.097502,"['251', '710', 'N50']"
318602,"Ul./Pl.: Mirkowska,",21.136175,52.096658,"['251', '710']"
318703,"Ul./Pl.: Bielawska,",21.125455,52.101067,"['251', '710', 'N50']"
318704,"Ul./Pl.: Bielawska,",21.125380,52.100376,"['251', '710']"
318801,"Ul./Pl.: Warszawska,",21.114393,52.102233,"['251', '710', '724', '742', '200', 'N50']"
318802,"Ul./Pl.: Warszawska,",21.114412,52.103190,"['251', '710', '724', '742', '200', 'N50']"
319001,"Ul./Pl.: Rosoła,",21.063852,52.144639,"['166', '179', '195', 'N37']"
319002,"Ul./Pl.: Rosoła,",21.063123,52.145823,"['166', '179', 'N37']"
319101,"Ul./Pl.: Puławska,",21.018771,52.091655,"['709', '727', 'N83']"
319102,"Ul./Pl.: Puławska,",21.019215,52.091821,"['709', '727', 'N83']"
319201,"Ul./Pl.: Mirkowska,",21.130917,52.099405,"['251', '710', 'N50']"
319202,"Ul./Pl.: Mirkowska,",21.129684,52.100001,"['251', '710']"
319301,"Ul./Pl.: Warszawska,",21.117300,52.094747,"['251', '710', '724', '742', '200', 'N50']"
319302,"Ul./Pl.: Warszawska,",21.116701,52.096698,"['251', '710', '724', '742', '200', 'N50']"
319401,"Ul./Pl.: Belgradzka,",21.055169,52.139057,"['179', '192']"
319402,"Ul./Pl.: Belgradzka,",21.054433,52.138933,"['179', '192']"
319501,"Ul./Pl.: Belgradzka,",21.050251,52.137584,"['179', '192']"
319502,"Ul./Pl.: Stryjeńskich,",21.049090,52.137975,"['192', '504', 'N34']"
319504,"Ul./Pl.: Stryjeńskich,",21.049703,52.137000,"['179', '504', 'N34']"
319601,"Ul./Pl.: Syta,",21.107369,52.168401,"['163', 'N31']"
319602,"Ul./Pl.: Syta,",21.108000,52.167080,['163']
319701,"Ul./Pl.: Syta,",21.108046,52.173435,"['163', 'N31']"
319702,"Ul./Pl.: Syta,",21.107778,52.173012,['163']
319801,"Ul./Pl.: Syta,",21.106317,52.177033,"['163', 'N31']"
319802,"Ul./Pl.: Syta,",21.107120,52.176264,['163']
319901,"Ul./Pl.: Surowieckiego,",21.021016,52.160773,"['136', '179', '195', 'N34']"
320001,"Ul./Pl.: Rosoła,",21.066458,52.141828,['N37']
320002,"Ul./Pl.: Rosoła,",21.065742,52.143001,"['166', '179', 'N37']"
320004,"Ul./Pl.: Belgradzka,",21.065390,52.142155,"['166', '179', '195']"
320101,"Ul./Pl.: Rosoła,",21.069500,52.138791,"['166', '192', 'N37']"
320102,"Ul./Pl.: Rosoła,",21.068778,52.139723,['N37']
320104,"Ul./Pl.: Przy Bażantarni,",21.068053,52.138919,"['166', '192']"
320202,"Ul./Pl.: al.KEN,",21.060593,52.136950,"['166', '192']"
320203,"Ul./Pl.: Przy Bażantarni,",21.061603,52.136637,"['166', '192']"
320301,"Ul./Pl.: Stryjeńskich,",21.052970,52.134517,"['179', '504', 'N34']"
320304,"Ul./Pl.: Stryjeńskich,",21.054056,52.133504,"['179', '504', 'N34']"
320501,"Ul./Pl.: Kościuszki,",21.028058,52.067919,['727']
320601,"Ul./Pl.: Nowoursynowska,",21.049924,52.160392,"['148', '166', '193']"
320602,"Ul./Pl.: Nowoursynowska,",21.049202,52.161511,"['148', '166', '193']"
320701,"Ul./Pl.: Rosoła,",21.056524,52.152273,"['166', '179']"
320702,"Ul./Pl.: Rosoła,",21.055583,52.153206,"['166', '179']"
320802,"Ul./Pl.: Rosoła,",21.059354,52.149905,"['166', '179']"
320851,"Ul./Pl.: Rosoła,",21.061139,52.147596,"['166', '179', '195', 'N37']"
320854,"Ul./Pl.: Rosoła,",21.059002,52.149876,"['166', '179']"
320901,"Ul./Pl.: Rosoła,",21.072786,52.135980,"['166', '192', 'N37']"
320902,"Ul./Pl.: Rosoła,",21.072377,52.136844,"['166', '192', 'N37']"
321501,"Ul./Pl.: Gołkowska,",20.977070,52.044960,['727']
321502,"Ul./Pl.: Gołkowska,",20.977485,52.045178,['727']
321601,"Ul./Pl.: Gołkowska,",20.968892,52.041812,['727']
321602,"Ul./Pl.: Zielona,",20.971840,52.042030,['727']
321701,"Ul./Pl.: Lipowa,",20.954484,52.040075,['727']
321801,"Ul./Pl.: Szkolna,",20.943750,52.036891,"['727', '727']"
321902,"Ul./Pl.: Milenium,",20.951099,52.033052,['727']
322002,"Ul./Pl.: Radnych,",20.959540,52.029304,['727']
322102,"Ul./Pl.: Radnych,",20.963847,52.034847,['727']
322201,"Ul./Pl.: Piaseczyńska,",21.107358,52.089660,['724']
322202,"Ul./Pl.: Piaseczyńska,",21.108354,52.089778,"['724', 'N50']"
322301,"Ul./Pl.: Pułaskiego,",21.094194,52.085559,['724']
322302,"Ul./Pl.: Pułaskiego,",21.095599,52.085800,"['724', 'N50']"
322401,"Ul./Pl.: Wschodnia,",21.074002,52.085024,['724']
322402,"Ul./Pl.: Pułaskiego,",21.075443,52.084881,['724']
322501,"Ul./Pl.: Wschodnia,",21.063971,52.084449,['724']
322502,"Ul./Pl.: Wschodnia,",21.065350,52.084579,['724']
322601,"Ul./Pl.: Przesmyckiego,",21.048775,52.082016,['724']
322602,"Ul./Pl.: Przesmyckiego,",21.050167,52.082333,['724']
322701,"Ul./Pl.: Przesmyckiego,",21.042342,52.080317,['724']
322702,"Ul./Pl.: Przesmyckiego,",21.043422,52.080538,['724']
322801,"Ul./Pl.: al.Niepodległości,",21.007485,52.208704,"['119', '167', '174', '200', 'N36', '167^', '167^']"
322802,"Ul./Pl.: al.Niepodległości,",21.008118,52.208406,"['119', '167', '174', '200', 'N34', 'N36', '167^']"
322803,"Ul./Pl.: al.Niepodległości,",21.007819,52.208369,"['1^', '7^', '9^', '11^', '17', '25^', '33', '41']"
322804,"Ul./Pl.: al.Niepodległości,",21.007694,52.208837,"['1^', '7^', '9^', '11^', '17', '25^', '33', '41']"
322806,"Ul./Pl.: al.Niepodległości,",21.008570,52.207023,"['130', '168']"
322808,"Ul./Pl.: Rakowiecka,",21.009837,52.207901,"['130', '168', '167^']"
322901,"Ul./Pl.: al.Niepodległości,",21.010190,52.202810,"['174', '200', 'N36']"
322902,"Ul./Pl.: al.Niepodległości,",21.010095,52.203651,"['130', '168', '174', '200', 'N36']"
322903,"Ul./Pl.: Madalińskiego,",21.009576,52.203141,['138']
322904,"Ul./Pl.: Madalińskiego,",21.009511,52.203215,"['130', '138', '168']"
323001,"Ul./Pl.: al.Niepodległości,",21.011496,52.200024,"['174', '200', 'N36']"
323002,"Ul./Pl.: al.Niepodległości,",21.011912,52.199778,"['174', '200', 'N36']"
323101,"Ul./Pl.: al.Niepodległości,",21.013696,52.195580,"['174', '200', 'N36']"
323102,"Ul./Pl.: al.Niepodległości,",21.013227,52.197200,"['174', '200', 'N36']"
323103,"Ul./Pl.: Odyńca,",21.014720,52.196127,"['141', '172']"
323104,"Ul./Pl.: Odyńca,",21.012519,52.195912,"['141', '172']"
323201,"Ul./Pl.: al.Niepodległości,",21.015003,52.192868,"['174', '200', 'N36']"
323202,"Ul./Pl.: al.Niepodległości,",21.014868,52.193664,"['174', '200', 'N36']"
323203,"Ul./Pl.: Malczewskiego,",21.014113,52.193049,['222']
323204,"Ul./Pl.: Malczewskiego,",21.014280,52.193159,['222']
323301,"Ul./Pl.: Malczewskiego,",21.011038,52.192534,['222']
323302,"Ul./Pl.: Malczewskiego,",21.010760,52.192559,['222']
323401,"Ul./Pl.: Stefana Batorego,",21.005820,52.210460,"['119', 'N34']"
323402,"Ul./Pl.: Stefana Batorego,",21.005054,52.210185,['119']
323501,"Ul./Pl.: Stefana Batorego,",21.001208,52.209619,"['119', 'N34']"
323701,"Ul./Pl.: Wołoska,",21.000248,52.201088,"['138', '168', 'N34']"
323702,"Ul./Pl.: św.Andrzeja Boboli,",21.000504,52.202247,"['119', '130', 'N34']"
323703,"Ul./Pl.: Wołoska,",21.000322,52.201927,"['1^', '7^', '9^', '11^', '17', '25^', '33^', '41']"
323704,"Ul./Pl.: Wołoska,",21.000267,52.202328,"['1^', '7^', '9^', '11^', '17', '25^', '33^', '41']"
323705,"Ul./Pl.: Madalińskiego,",21.002524,52.201944,"['138', '168']"
323801,"Ul./Pl.: Wołoska,",21.001088,52.198138,"['138', '168', 'N34']"
323802,"Ul./Pl.: Wołoska,",21.001256,52.199568,"['138', '168', 'N34']"
323803,"Ul./Pl.: Wołoska,",21.001112,52.199139,"['1^', '7^', '9^', '11^', '17', '25^', '33^', '41']"
323804,"Ul./Pl.: Wołoska,",21.001319,52.198657,"['1^', '7^', '9^', '11^', '17', '25^', '33^', '41']"
323901,"Ul./Pl.: Wołoska,",21.001437,52.194797,"['138', '168', 'N01', 'N34', '172^']"
323902,"Ul./Pl.: Wołoska,",21.002195,52.196287,"['138', '168', 'N34']"
323903,"Ul./Pl.: Wołoska,",21.001795,52.196083,"['1^', '7^', '9^', '11^', '17', '25^', '33^', '41']"
323904,"Ul./Pl.: Wołoska,",21.001824,52.195111,"['1^', '7^', '9^', '11^', '17', '25^', '33^', '41']"
323905,"Ul./Pl.: Odyńca,",21.003876,52.195220,"['141', '172', '172^']"
323906,"Ul./Pl.: Racławicka,",21.000879,52.195816,"['141', '172', 'N01', '172^']"
324001,"Ul./Pl.: Wołoska,",21.001754,52.188065,"['138', 'N01', 'N33', 'N34']"
324002,"Ul./Pl.: Wołoska,",21.002258,52.189535,"['138', '168', 'N01', 'N34', '138^']"
324003,"Ul./Pl.: Wołoska,",21.002009,52.187850,"['17', '18', '31', '41', '17^', '18^', '31^', '41^']"
324004,"Ul./Pl.: Wołoska,",21.001984,52.189785,"['17', '41', '1^', '7^', '9^', '11^', '17^', '25^', '33^', '41^']"
324005,"Ul./Pl.: Woronicza,",21.003060,52.188863,"['218', '222', '308', 'N36']"
324006,"Ul./Pl.: Woronicza,",21.000835,52.189008,"['168', '218', '222', '308', 'N36', '138^', 'N01^']"
324007,"Ul./Pl.: Woronicza,",21.003321,52.188757,"['18', '31', '4^', '10^', '14^', '15^', '18^', '31^', '35^']"
324010,"Ul./Pl.: Woronicza,",21.000770,52.188785,"['1^', '4^', '7^', '9^', '10^', '11^', '14^', '15^', '17^', '18^', '25^', '31^', '33^', '35^', '41^']"
324101,"Ul./Pl.: Wołoska,",21.001877,52.184843,"['136', '138', 'N01', 'N33', 'N34', 'N36']"
324102,"Ul./Pl.: Wołoska,",21.002391,52.186133,"['138', 'N01', 'N34', 'N36']"
324103,"Ul./Pl.: Wołoska,",21.002062,52.185875,"['17', '18', '31', '41']"
324104,"Ul./Pl.: Wołoska,",21.002111,52.186346,"['17', '18', '31', '41']"
324106,"Ul./Pl.: Konstruktorska,",21.000287,52.185582,"['136', 'N36']"
324201,"Ul./Pl.: Wołoska,",21.001947,52.182702,"['136', '138', '218', 'N01', 'N33', 'N34']"
324202,"Ul./Pl.: Wołoska,",21.002458,52.184043,"['136', '138', 'N01', 'N34', 'N36']"
324203,"Ul./Pl.: Wołoska,",21.002160,52.182498,"['17', '18', '31', '41']"
324204,"Ul./Pl.: Wołoska,",21.002212,52.182937,"['17', '18', '31', '41']"
324205,"Ul./Pl.: Domaniewska,",21.003212,52.183245,['N36']
324206,"Ul./Pl.: Domaniewska,",21.001429,52.183402,"['218', 'N33']"
324301,"Ul./Pl.: al.Wilanowska,",21.003751,52.177872,"['165', '189', '218', '317', '365', '401', '402', 'N01', 'N33', '189^', '402^']"
324302,"Ul./Pl.: Marynarska,",21.000836,52.178515,"['189', '401', '402', '504', '136^', '189^', '401^']"
324303,"Ul./Pl.: Marynarska,",21.001470,52.178588,"['17', '18', '31', '41']"
324304,"Ul./Pl.: Marynarska,",21.000714,52.178774,"['17', '18', '31', '41']"
324305,"Ul./Pl.: Rzymowskiego,",21.002181,52.176779,"['136', '138', '165', '317', '365', '504', 'N34', '317^', '504^']"
324306,"Ul./Pl.: Wołoska,",21.002602,52.179055,"['136', '138', '218', 'N01', 'N33', 'N34', '165^', '189^', '317^', '402^', '504^']"
324401,"Ul./Pl.: Rzymowskiego,",21.002545,52.174426,"['136', '138', 'N34']"
324402,"Ul./Pl.: Rzymowskiego,",21.002715,52.176265,"['136', '138', '165', '317', '365', 'N34']"
324404,"Ul./Pl.: Cybernetyki,",20.999994,52.175255,"['317', '365']"
324501,"Ul./Pl.: Rzymowskiego,",21.005798,52.171229,"['136', '504', 'N34']"
324502,"Ul./Pl.: Rzymowskiego,",21.004566,52.172208,"['136', '138', '504', 'N34']"
324601,"Ul./Pl.: Orzycka,",21.008445,52.171213,"['174', '193', 'N36']"
324602,"Ul./Pl.: Orzycka,",21.009078,52.171125,"['174', '193', 'N36']"
324701,"Ul./Pl.: Rzymowskiego,",21.008972,52.169752,"['136', 'N34']"
324702,"Ul./Pl.: Rzymowskiego,",21.007716,52.170654,"['136', 'N34']"
324801,"Ul./Pl.: al.Lotników,",21.013579,52.174184,"['189', '193', '317', '401', '402', 'N01', 'N33']"
324802,"Ul./Pl.: al.Lotników,",21.011326,52.174547,"['189', '317', '401', '402', 'N01', 'N33']"
324803,"Ul./Pl.: Modzelewskiego,",21.011910,52.173552,"['174', '193', 'N36']"
324804,"Ul./Pl.: Modzelewskiego,",21.012741,52.174864,"['174', 'N36']"
324901,"Ul./Pl.: al.Lotników,",21.007249,52.177441,"['189', '317', 'N01', 'N33']"
324902,"Ul./Pl.: al.Wilanowska,",21.006215,52.178057,"['165', '189', '218', '317', '365', 'N01', 'N33']"
324903,"Ul./Pl.: al.Wilanowska,",21.007894,52.178074,"['165', '218', '365']"
325001,"Ul./Pl.: Marynarska,",20.998512,52.178846,"['189', '401', '402', '504']"
325002,"Ul./Pl.: Marynarska,",20.995463,52.179713,"['189', '401', '402', '504']"
325003,"Ul./Pl.: Marynarska,",20.998331,52.179241,"['17', '18', '31', '41']"
325004,"Ul./Pl.: Marynarska,",20.997724,52.179411,"['17', '18', '31', '41']"
325101,"Ul./Pl.: Marynarska,",20.994128,52.180152,"['17', '18', '31', '41']"
325102,"Ul./Pl.: Marynarska,",20.993451,52.180333,"['17', '18', '31', '41']"
325103,"Ul./Pl.: Marynarska,",20.995531,52.179458,['189']
325104,"Ul./Pl.: Wynalazek,",20.993534,52.178941,['402']
325401,"Ul./Pl.: Sasanki,",20.986991,52.181179,"['189', '401', '402', '504']"
325402,"Ul./Pl.: Sasanki,",20.986900,52.181703,"['189', '401', '402', '504']"
325411,"Ul./Pl.: Marynarska,",20.988867,52.181353,"['17', '18', '31', '41']"
325412,"Ul./Pl.: Marynarska,",20.988798,52.181829,"['17', '41']"
325413,"Ul./Pl.: Marynarska,",20.988881,52.181850,['18']
325414,"Ul./Pl.: Marynarska,",20.988957,52.181870,['31']
325501,"Ul./Pl.: Racławicka,",20.993544,52.196523,"['141', '172', 'N01']"
325502,"Ul./Pl.: Racławicka,",20.992109,52.197028,"['141', '172', 'N01']"
325601,"Ul./Pl.: Spartańska,",20.995411,52.191402,"['168^', '168', '222']"
325602,"Ul./Pl.: Spartańska,",20.995750,52.192857,"['168^', '222^']"
325701,"Ul./Pl.: Spartańska,",20.995519,52.191040,"['168', '222']"
325801,"Ul./Pl.: Woronicza,",20.997162,52.188828,"['168', '218', '222', '308', 'N36', 'N33', '218^']"
325802,"Ul./Pl.: Woronicza,",20.995996,52.188908,"['168', '218', '222', '308', 'N36']"
325803,"Ul./Pl.: Woronicza,",20.996184,52.188687,['N33^']
325901,"Ul./Pl.: Woronicza,",20.993748,52.188762,"['218', '308', 'N33', 'N36', '136^']"
325902,"Ul./Pl.: Woronicza,",,,"['136', '136^']"
325903,"Ul./Pl.: Racjonalizacji,",20.992680,52.188365,"['136', '218', '308', 'N36', '136^', '218^']"
326001,"Ul./Pl.: Konstruktorska,",20.993725,52.185473,"['136', '308', 'N36']"
326002,"Ul./Pl.: Konstruktorska,",20.992194,52.185497,"['218', '308']"
326004,"Ul./Pl.: Racjonalizacji,",20.992908,52.186101,"['136', '218', '308', 'N33', 'N36']"
326101,"Ul./Pl.: Postępu,",20.997646,52.184336,"['308', 'N33']"
326301,"Ul./Pl.: Postępu,",20.994890,52.175610,['365']
326302,"Ul./Pl.: Postępu,",20.995785,52.176674,['402^']
326303,"Ul./Pl.: Cybernetyki,",20.996705,52.175719,"['317', '365']"
326304,"Ul./Pl.: Cybernetyki,",20.994460,52.176392,"['317', '402']"
326501,"Ul./Pl.: Obrzeżna,",20.999004,52.172093,['165']
326502,"Ul./Pl.: Obrzeżna,",20.999603,52.172879,['165']
326601,"Ul./Pl.: Gotarda,",21.004362,52.171209,"['138', '174', '193', 'N36']"
326602,"Ul./Pl.: Gotarda,",21.003354,52.170548,"['138', '174', '193', 'N36']"
326701,"Ul./Pl.: Kłobucka,",20.996422,52.169394,['165']
326702,"Ul./Pl.: Obrzeżna,",20.997875,52.170070,['165']
326703,"Ul./Pl.: Bokserska,",20.998217,52.169382,"['138', '174', '193', 'N36^', 'N36']"
326704,"Ul./Pl.: Bokserska,",20.996515,52.169842,"['365', '138^', '174^', '193^', 'N36^']"
326705,"Ul./Pl.: Bokserska,",20.996432,52.169757,"['365', '138', '174', '193']"
326801,"Ul./Pl.: Kłobucka,",20.992964,52.167054,['165']
326802,"Ul./Pl.: Kłobucka,",20.993177,52.167118,['165']
