LINE_NUMBER,FROM,TO,FROM_STREET_NAME,TO_STREET_NAME
1,410804,410803,"Banacha,","Banacha,"
1,410803,400503,"Banacha,","Bitwy Warszawskiej 1920 r.,"
1,400503,400403,"Bitwy Warszawskiej 1920 r.,","Och-Teatr,"
1,400403,412103,"Och-Teatr,","Wawelska,"
1,412103,400307,"Wawelska,","pl.Narutowicza,"
1,400307,400201,"pl.Narutowicza,","Ochota-Ratusz,"
1,400201,400114,"Ochota-Ratusz,","pl.Zawiszy,"
1,400114,504006,"pl.Zawiszy,","rondo Daszyńskiego,"
1,504006,503706,"rondo Daszyńskiego,",Muzeum Powstania Warszawskiego
1,503706,500308,Muzeum Powstania Warszawskiego,"Okopowa,"
1,500308,508402,"Okopowa,","Żytnia,"
1,508402,508502,"Żytnia,","Dzielna,"
1,508502,508604,"Dzielna,","Cm.Żydowski,"
1,508604,508704,"Cm.Żydowski,","Niska,"
1,508704,515903,"Niska,","Powązkowska,"
1,515903,709107,"Powązkowska,","rondo ""Radosława"","
1,709107,708103,"rondo ""Radosława"",","Baseny Inflancka,"
1,708103,701907,"Baseny Inflancka,","Dw.Gdański,"
1,701907,705405,"Dw.Gdański,","Park Traugutta,"
1,705405,705503,"Park Traugutta,","most Gdański,"
1,705503,116404,"most Gdański,","Wybrzeże Helskie,"
1,116404,100604,"Wybrzeże Helskie,","rondo Starzyńskiego,"
1,100604,100608,"rondo Starzyńskiego,","rondo Starzyńskiego,"
1,100608,107504,"rondo Starzyńskiego,","Namysłowska,"
1,107504,107704,"Namysłowska,","rondo Żaba,"
1,107704,107804,"rondo Żaba,","Staniewicka,"
1,107804,107904,"Staniewicka,","Pożarowa,"
1,107904,108004,"Pożarowa,","Budowlana,"
1,108004,108202,"Budowlana,","Julianowska,"
1,108202,108304,"Julianowska,","Rembielińska,"
1,108304,108402,"Rembielińska,","Poborzańska,"
1,108402,108554,"Poborzańska,","Kondratowicza,"
1,108554,108604,"Kondratowicza,","Toruńska,"
1,108604,108703,"Toruńska,","Annopol,"
2,125305,129805,"Nowodwory,","Stefanika,"
2,129805,119505,"Stefanika,","Mehoffera,"
2,119505,127705,"Mehoffera,","Tarchomin,"
2,127705,125605,"Tarchomin,","Myśliborska,"
2,125605,152101,"Myśliborska,","Śreniawitów,"
2,152101,112203,"Śreniawitów,","Stare Świdry,"
2,112203,146903,"Stare Świdry,","Świderska,"
2,146903,606106,"Świderska,","Zajezdnia Żoliborz,"
2,606106,605928,"Zajezdnia Żoliborz,","Metro Młociny,"
3,201405,201407,"Gocławek,","Gocławek,"
3,201407,201303,"Gocławek,","Kwatery Głównej,"
3,201303,201203,"Kwatery Głównej,","Żółkiewskiego,"
3,201203,201103,"Żółkiewskiego,","pl.Szembeka,"
3,201103,201003,"pl.Szembeka,","Wspólna Droga,"
3,201003,200901,"Wspólna Droga,","Czapelska,"
3,200901,200805,"Czapelska,","Wiatraczna,"
3,200805,200701,"Wiatraczna,","Kickiego,"
3,200701,200603,"Kickiego,","Międzyborska,"
3,200603,200503,"Międzyborska,","Praga-Płd.-Ratusz,"
3,200503,200403,"Praga-Płd.-Ratusz,","Gocławska,"
3,200403,200303,"Gocławska,","Bliska,"
3,200303,200203,"Bliska,","Lubelska,"
3,200203,200105,"Lubelska,","al.Zieleniecka,"
3,200105,100104,"al.Zieleniecka,","Kijowska,"
3,100104,100204,"Kijowska,","Ząbkowska,"
3,100204,100308,"Ząbkowska,","Dw.Wileński,"
3,100308,106604,"Dw.Wileński,","Inżynierska,"
3,106604,107102,"Inżynierska,","Bródnowska,"
3,107102,107704,"Bródnowska,","rondo Żaba,"
3,107704,107804,"rondo Żaba,","Staniewicka,"
3,107804,107904,"Staniewicka,","Pożarowa,"
3,107904,108004,"Pożarowa,","Budowlana,"
3,108004,108202,"Budowlana,","Julianowska,"
3,108202,108304,"Julianowska,","Rembielińska,"
3,108304,108402,"Rembielińska,","Poborzańska,"
3,108402,108554,"Poborzańska,","Kondratowicza,"
3,108554,108604,"Kondratowicza,","Toruńska,"
3,108604,108702,"Toruńska,","Annopol,"
4,109101,109001,"Żerań Wschodni,","Faradaya,"
4,109001,108903,"Faradaya,","Odlewnicza,"
4,108903,108803,"Odlewnicza,","Inowłodzka,"
4,108803,108603,"Inowłodzka,","Toruńska,"
4,108603,108553,"Toruńska,","Kondratowicza,"
4,108553,108401,"Kondratowicza,","Poborzańska,"
4,108401,108303,"Poborzańska,","Rembielińska,"
4,108303,108201,"Rembielińska,","Julianowska,"
4,108201,108003,"Julianowska,","Budowlana,"
4,108003,107903,"Budowlana,","Pożarowa,"
4,107903,107803,"Pożarowa,","Staniewicka,"
4,107803,107703,"Staniewicka,","rondo Żaba,"
4,107703,107101,"rondo Żaba,","Bródnowska,"
4,107101,106603,"Bródnowska,","Inżynierska,"
4,106603,100303,"Inżynierska,","Dw.Wileński,"
4,100303,116301,"Dw.Wileński,","Park Praski,"
4,116301,704702,"Park Praski,","Stare Miasto,"
4,704702,709910,"Stare Miasto,","Metro Ratusz-Arsenał,"
4,709910,701607,"Metro Ratusz-Arsenał,","pl.Bankowy,"
4,701607,701505,"pl.Bankowy,","Królewska,"
4,701505,701405,"Królewska,","Metro Świętokrzyska,"
4,701405,701307,"Metro Świętokrzyska,","Centrum,"
4,701307,701203,"Centrum,","Hoża,"
4,701203,701105,"Hoża,","pl.Konstytucji,"
4,701105,701003,"pl.Konstytucji,","pl.Zbawiciela,"
4,701003,708001,"pl.Zbawiciela,","Trasa Łazienkowska,"
4,708001,300105,"Trasa Łazienkowska,","pl.Unii Lubelskiej,"
4,300105,300205,"pl.Unii Lubelskiej,","Rakowiecka,"
4,300205,300305,"Rakowiecka,","Dworkowa,"
4,300305,300403,"Dworkowa,","Morskie Oko,"
4,300403,300505,"Morskie Oko,","Park Dreszera,"
4,300505,300605,"Park Dreszera,","Malczewskiego,"
4,300605,300703,"Malczewskiego,","Królikarnia,"
4,300703,300803,"Królikarnia,","Bukowińska,"
4,300803,300905,"Bukowińska,","Metro Wilanowska,"
4,300905,301003,"Metro Wilanowska,","Niedźwiedzia,"
4,301003,301107,"Niedźwiedzia,","al.Lotników,"
4,301107,301206,"al.Lotników,","Wyścigi,"
6,605912,606105,"Metro Młociny,","Zajezdnia Żoliborz,"
6,606105,601403,"Zajezdnia Żoliborz,","Cm.Włoski,"
6,601403,601303,"Cm.Włoski,","Przy Agorze,"
6,601303,601103,"Przy Agorze,","UKSW,"
6,601103,601003,"UKSW,","Szpital Bielański,"
6,601003,600803,"Szpital Bielański,","AWF,"
6,600803,600703,"AWF,","Podleśna-IMiGW,"
6,600703,600605,"Podleśna-IMiGW,","Żeromskiego,"
6,600605,607503,"Żeromskiego,","Park Kaskada,"
6,607503,600505,"Park Kaskada,","Metro Marymont,"
6,600505,600403,"Metro Marymont,","Teatr Komedia,"
6,600403,600311,"Teatr Komedia,","pl.Wilsona,"
6,600311,600203,"pl.Wilsona,","pl.Inwalidów,"
6,600203,600103,"pl.Inwalidów,","gen.Zajączka,"
6,600103,701905,"gen.Zajączka,","Dw.Gdański,"
6,701905,705301,"Dw.Gdański,","KS Polonia,"
6,705301,705405,"KS Polonia,","Park Traugutta,"
6,705405,705503,"Park Traugutta,","most Gdański,"
6,705503,116404,"most Gdański,","Wybrzeże Helskie,"
6,116404,100604,"Wybrzeże Helskie,","rondo Starzyńskiego,"
6,100604,100605,"rondo Starzyńskiego,","rondo Starzyńskiego,"
6,100605,100503,"rondo Starzyńskiego,","pl.Hallera,"
6,100503,100401,"pl.Hallera,","Ratuszowa-ZOO,"
6,100401,146801,"Ratuszowa-ZOO,","Ratuszowa,"
6,146801,100307,"Ratuszowa,","Dw.Wileński,"
6,100307,100203,"Dw.Wileński,","Ząbkowska,"
6,100203,100103,"Ząbkowska,","Kijowska,"
6,100103,200106,"Kijowska,","al.Zieleniecka,"
6,200106,200204,"al.Zieleniecka,","Lubelska,"
6,200204,200304,"Lubelska,","Bliska,"
6,200304,200404,"Bliska,","Gocławska,"
6,200404,200504,"Gocławska,","Praga-Płd.-Ratusz,"
6,200504,200604,"Praga-Płd.-Ratusz,","Międzyborska,"
6,200604,200702,"Międzyborska,","Kickiego,"
6,200702,200804,"Kickiego,","Wiatraczna,"
6,200804,200902,"Wiatraczna,","Czapelska,"
6,200902,201004,"Czapelska,","Wspólna Droga,"
6,201004,201104,"Wspólna Droga,","pl.Szembeka,"
6,201104,201204,"pl.Szembeka,","Żółkiewskiego,"
6,201204,201304,"Żółkiewskiego,","Kwatery Głównej,"
6,201304,201406,"Kwatery Głównej,","Gocławek,"
7,401503,401504,"P+R Al.Krakowska,","P+R Al.Krakowska,"
7,401504,401403,"P+R Al.Krakowska,","Instytut Lotnictwa,"
7,401403,401301,"Instytut Lotnictwa,","Lipowczana,"
7,401301,401203,"Lipowczana,","Krakowiaków,"
7,401203,401103,"Krakowiaków,","Hynka,"
7,401103,401003,"Hynka,","Włochy-Ratusz,"
7,401003,400803,"Włochy-Ratusz,","PKP Rakowiec,"
7,400803,400703,"PKP Rakowiec,","Korotyńskiego,"
7,400703,400603,"Korotyńskiego,","Dickensa,"
7,400603,413701,"Dickensa,","Hale Banacha,"
7,413701,400503,"Hale Banacha,","Bitwy Warszawskiej 1920 r.,"
7,400503,400403,"Bitwy Warszawskiej 1920 r.,","Och-Teatr,"
7,400403,412103,"Och-Teatr,","Wawelska,"
7,412103,400307,"Wawelska,","pl.Narutowicza,"
7,400307,400201,"pl.Narutowicza,","Ochota-Ratusz,"
7,400201,400105,"Ochota-Ratusz,","pl.Zawiszy,"
7,400105,405203,"pl.Zawiszy,","pl.Starynkiewicza,"
7,405203,700207,"pl.Starynkiewicza,","Dw.Centralny,"
7,700207,701309,"Dw.Centralny,","Centrum,"
7,701309,703305,"Centrum,","Krucza,"
7,703305,704105,"Krucza,","Muzeum Narodowe,"
7,704105,700303,"Muzeum Narodowe,","most Poniatowskiego,"
7,700303,213107,"most Poniatowskiego,","rondo Waszyngtona,"
7,213107,213108,"rondo Waszyngtona,","rondo Waszyngtona,"
7,213108,200105,"rondo Waszyngtona,","al.Zieleniecka,"
7,200105,100106,"al.Zieleniecka,","Kijowska,"
7,100106,102802,"Kijowska,","Dw.Wschodni (Kijowska),"
7,102802,102902,"Dw.Wschodni (Kijowska),","Zajezdnia Praga,"
7,102902,103002,"Zajezdnia Praga,","Wojnicka,"
7,103002,103102,"Wojnicka,","Kawęczyńska-Bazylika,"
9,401501,401504,"P+R Al.Krakowska,","P+R Al.Krakowska,"
9,401504,401403,"P+R Al.Krakowska,","Instytut Lotnictwa,"
9,401403,401301,"Instytut Lotnictwa,","Lipowczana,"
9,401301,401203,"Lipowczana,","Krakowiaków,"
9,401203,401103,"Krakowiaków,","Hynka,"
9,401103,401003,"Hynka,","Włochy-Ratusz,"
9,401003,400803,"Włochy-Ratusz,","PKP Rakowiec,"
9,400803,400703,"PKP Rakowiec,","Korotyńskiego,"
9,400703,400603,"Korotyńskiego,","Dickensa,"
9,400603,413701,"Dickensa,","Hale Banacha,"
9,413701,400503,"Hale Banacha,","Bitwy Warszawskiej 1920 r.,"
9,400503,400403,"Bitwy Warszawskiej 1920 r.,","Och-Teatr,"
9,400403,412103,"Och-Teatr,","Wawelska,"
9,412103,400307,"Wawelska,","pl.Narutowicza,"
9,400307,400201,"pl.Narutowicza,","Ochota-Ratusz,"
9,400201,400105,"Ochota-Ratusz,","pl.Zawiszy,"
9,400105,405203,"pl.Zawiszy,","pl.Starynkiewicza,"
9,405203,700207,"pl.Starynkiewicza,","Dw.Centralny,"
9,700207,701309,"Dw.Centralny,","Centrum,"
9,701309,703305,"Centrum,","Krucza,"
9,703305,704105,"Krucza,","Muzeum Narodowe,"
9,704105,700303,"Muzeum Narodowe,","most Poniatowskiego,"
9,700303,213106,"most Poniatowskiego,","rondo Waszyngtona,"
9,213106,225102,"rondo Waszyngtona,","Berezyńska,"
9,225102,213204,"Berezyńska,","Park Skaryszewski,"
9,213204,213304,"Park Skaryszewski,","Kinowa,"
9,213304,213404,"Kinowa,","Grenadierów,"
9,213404,200806,"Grenadierów,","Wiatraczna,"
9,200806,200902,"Wiatraczna,","Czapelska,"
9,200902,201004,"Czapelska,","Wspólna Droga,"
9,201004,201104,"Wspólna Droga,","pl.Szembeka,"
9,201104,201204,"pl.Szembeka,","Żółkiewskiego,"
9,201204,201304,"Żółkiewskiego,","Kwatery Głównej,"
9,201304,201406,"Kwatery Głównej,","Gocławek,"
10,301207,301108,"Wyścigi,","al.Lotników,"
10,301108,301004,"al.Lotników,","Niedźwiedzia,"
10,301004,300906,"Niedźwiedzia,","Metro Wilanowska,"
10,300906,300804,"Metro Wilanowska,","Bukowińska,"
10,300804,300704,"Bukowińska,","Królikarnia,"
10,300704,300606,"Królikarnia,","Malczewskiego,"
10,300606,300506,"Malczewskiego,","Park Dreszera,"
10,300506,300404,"Park Dreszera,","Morskie Oko,"
10,300404,300306,"Morskie Oko,","Dworkowa,"
10,300306,300206,"Dworkowa,","Rakowiecka,"
10,300206,300106,"Rakowiecka,","pl.Unii Lubelskiej,"
10,300106,701004,"pl.Unii Lubelskiej,","pl.Zbawiciela,"
10,701004,700604,"pl.Zbawiciela,","Metro Politechnika,"
10,700604,700502,"Metro Politechnika,","pl.Politechniki,"
10,700502,709006,"pl.Politechniki,","Nowowiejska,"
10,709006,708904,"Nowowiejska,","Koszykowa,"
10,708904,700210,"Koszykowa,","Dw.Centralny,"
10,700210,708808,"Dw.Centralny,","rondo ONZ,"
10,708808,503904,"rondo ONZ,","Norblin,"
10,503904,504008,"Norblin,","rondo Daszyńskiego,"
10,504008,504104,"rondo Daszyńskiego,","Karolkowa,"
10,504104,504206,"Karolkowa,","Szpital Wolski,"
10,504206,503804,"Szpital Wolski,","Rogalińska,"
10,503804,500504,"Rogalińska,","Metro Płocka,"
10,500504,500604,"Metro Płocka,","Sokołowska,"
10,500604,500704,"Sokołowska,","PKP Wola (Wolska),"
10,500704,500804,"PKP Wola (Wolska),","Elekcyjna,"
10,500804,502202,"Elekcyjna,","Cm.Prawosławny,"
10,502202,500906,"Cm.Prawosławny,","Reduta Wolska,"
10,500906,501002,"Reduta Wolska,","Sowińskiego,"
10,501002,502104,"Sowińskiego,","Fort Wola,"
10,502104,500104,"Fort Wola,","Połczyńska-parking P+R,"
10,500104,501208,"Połczyńska-parking P+R,","Ciepłownia Wola,"
10,501208,505704,"Ciepłownia Wola,","Synów Pułku,"
10,505704,505806,"Synów Pułku,","Hala Wola,"
10,505806,505904,"Hala Wola,","pl.Kasztelański,"
10,505904,506006,"pl.Kasztelański,","Czumy,"
10,506006,503458,"Czumy,","Bemowo-Ratusz,"
10,503458,506104,"Bemowo-Ratusz,","Kazubów,"
10,506104,507704,"Kazubów,","Dywizjonu 303,"
10,507704,506306,"Dywizjonu 303,","Radiowa,"
10,506306,506406,"Radiowa,","Wrocławska,"
10,506406,516103,"Wrocławska,","Nowe Bemowo,"
10,516103,506205,"Nowe Bemowo,","Piastów Śląskich,"
10,506205,506505,"Piastów Śląskich,","Ogrody Działkowe Bemowo,"
10,506505,604706,"Ogrody Działkowe Bemowo,","Conrada,"
10,604706,604608,"Conrada,","al.Reymonta,"
10,604608,602404,"al.Reymonta,","Aspekt,"
10,602404,602504,"Aspekt,","Cm.Wawrzyszewski,"
10,602504,602604,"Cm.Wawrzyszewski,","Bogusławskiego,"
10,602604,602704,"Bogusławskiego,","Popiela,"
10,602704,605802,"Popiela,","Nocznickiego,"
10,605802,605905,"Nocznickiego,","Metro Młociny,"
10,605905,605914,"Metro Młociny,","Metro Młociny,"
11,604506,604604,"Piaski,","al.Reymonta,"
11,604604,604705,"al.Reymonta,","Conrada,"
11,604705,506506,"Conrada,","Ogrody Działkowe Bemowo,"
11,506506,506206,"Ogrody Działkowe Bemowo,","Piastów Śląskich,"
11,506206,516106,"Piastów Śląskich,","Nowe Bemowo,"
11,516106,516104,"Nowe Bemowo,","Nowe Bemowo,"
11,516104,506405,"Nowe Bemowo,","Wrocławska,"
11,506405,506305,"Wrocławska,","Radiowa,"
11,506305,507703,"Radiowa,","Dywizjonu 303,"
11,507703,506103,"Dywizjonu 303,","Kazubów,"
11,506103,503407,"Kazubów,","Bemowo-Ratusz,"
11,503407,506005,"Bemowo-Ratusz,","Czumy,"
11,506005,505805,"Czumy,","Hala Wola,"
11,505805,505703,"Hala Wola,","Synów Pułku,"
11,505703,501207,"Synów Pułku,","Ciepłownia Wola,"
11,501207,500103,"Ciepłownia Wola,","Połczyńska-parking P+R,"
11,500103,502103,"Połczyńska-parking P+R,","Fort Wola,"
11,502103,501001,"Fort Wola,","Sowińskiego,"
11,501001,500905,"Sowińskiego,","Reduta Wolska,"
11,500905,500803,"Reduta Wolska,","Elekcyjna,"
11,500803,500703,"Elekcyjna,","PKP Wola (Wolska),"
11,500703,500603,"PKP Wola (Wolska),","Sokołowska,"
11,500603,500503,"Sokołowska,","Metro Płocka,"
11,500503,503803,"Metro Płocka,","Rogalińska,"
11,503803,504205,"Rogalińska,","Szpital Wolski,"
11,504205,504103,"Szpital Wolski,","Karolkowa,"
11,504103,504007,"Karolkowa,","rondo Daszyńskiego,"
13,103103,103101,"Kawęczyńska-Bazylika,","Kawęczyńska-Bazylika,"
13,103101,103001,"Kawęczyńska-Bazylika,","Wojnicka,"
13,103001,102901,"Wojnicka,","Zajezdnia Praga,"
13,102901,102801,"Zajezdnia Praga,","Dw.Wschodni (Kijowska),"
13,102801,100104,"Dw.Wschodni (Kijowska),","Kijowska,"
13,100104,100204,"Kijowska,","Ząbkowska,"
13,100204,100303,"Ząbkowska,","Dw.Wileński,"
13,100303,116301,"Dw.Wileński,","Park Praski,"
13,116301,704702,"Park Praski,","Stare Miasto,"
13,704702,709910,"Stare Miasto,","Metro Ratusz-Arsenał,"
13,709910,708506,"Metro Ratusz-Arsenał,","Kino Femina,"
13,708506,500204,"Kino Femina,","Wola-Ratusz,"
13,500204,500304,"Wola-Ratusz,","Okopowa,"
13,500304,500404,"Okopowa,","Zajezdnia Wola,"
13,500404,500504,"Zajezdnia Wola,","Metro Płocka,"
13,500504,500604,"Metro Płocka,","Sokołowska,"
13,500604,500704,"Sokołowska,","PKP Wola (Wolska),"
13,500704,500804,"PKP Wola (Wolska),","Elekcyjna,"
13,500804,502202,"Elekcyjna,","Cm.Prawosławny,"
13,502202,500906,"Cm.Prawosławny,","Reduta Wolska,"
13,500906,501002,"Reduta Wolska,","Sowińskiego,"
13,501002,501104,"Sowińskiego,","Cm.Wolski,"
14,300972,300906,"Metro Wilanowska,","Metro Wilanowska,"
14,300906,300804,"Metro Wilanowska,","Bukowińska,"
14,300804,300704,"Bukowińska,","Królikarnia,"
14,300704,300606,"Królikarnia,","Malczewskiego,"
14,300606,300506,"Malczewskiego,","Park Dreszera,"
14,300506,300404,"Park Dreszera,","Morskie Oko,"
14,300404,300306,"Morskie Oko,","Dworkowa,"
14,300306,300206,"Dworkowa,","Rakowiecka,"
14,300206,300106,"Rakowiecka,","pl.Unii Lubelskiej,"
14,300106,701004,"pl.Unii Lubelskiej,","pl.Zbawiciela,"
14,701004,700604,"pl.Zbawiciela,","Metro Politechnika,"
14,700604,700502,"Metro Politechnika,","pl.Politechniki,"
14,700502,709006,"pl.Politechniki,","Nowowiejska,"
14,709006,415302,"Nowowiejska,","NIK,"
14,415302,402804,"NIK,","Raszyńska,"
14,402804,400308,"Raszyńska,","pl.Narutowicza,"
14,400308,412104,"pl.Narutowicza,","Wawelska,"
14,412104,400404,"Wawelska,","Och-Teatr,"
14,400404,400507,"Och-Teatr,","Bitwy Warszawskiej 1920 r.,"
14,400507,410806,"Bitwy Warszawskiej 1920 r.,","Banacha,"
15,401502,401504,"P+R Al.Krakowska,","P+R Al.Krakowska,"
15,401504,401403,"P+R Al.Krakowska,","Instytut Lotnictwa,"
15,401403,401301,"Instytut Lotnictwa,","Lipowczana,"
15,401301,401203,"Lipowczana,","Krakowiaków,"
15,401203,401103,"Krakowiaków,","Hynka,"
15,401103,401003,"Hynka,","Włochy-Ratusz,"
15,401003,400803,"Włochy-Ratusz,","PKP Rakowiec,"
15,400803,400703,"PKP Rakowiec,","Korotyńskiego,"
15,400703,400603,"Korotyńskiego,","Dickensa,"
15,400603,413701,"Dickensa,","Hale Banacha,"
15,413701,400503,"Hale Banacha,","Bitwy Warszawskiej 1920 r.,"
15,400503,400403,"Bitwy Warszawskiej 1920 r.,","Och-Teatr,"
15,400403,412103,"Och-Teatr,","Wawelska,"
15,412103,400309,"Wawelska,","pl.Narutowicza,"
15,400309,402803,"pl.Narutowicza,","Raszyńska,"
15,402803,415301,"Raszyńska,","NIK,"
15,415301,709005,"NIK,","Nowowiejska,"
15,709005,700501,"Nowowiejska,","pl.Politechniki,"
15,700501,700603,"pl.Politechniki,","Metro Politechnika,"
15,700603,701106,"Metro Politechnika,","pl.Konstytucji,"
15,701106,701204,"pl.Konstytucji,","Hoża,"
15,701204,701308,"Hoża,","Centrum,"
15,701308,701406,"Centrum,","Metro Świętokrzyska,"
15,701406,701506,"Metro Świętokrzyska,","Królewska,"
15,701506,701608,"Królewska,","pl.Bankowy,"
15,701608,709904,"pl.Bankowy,","Metro Ratusz-Arsenał,"
15,709904,701706,"Metro Ratusz-Arsenał,","Muranów,"
15,701706,701808,"Muranów,","Muranowska,"
15,701808,701906,"Muranowska,","Dw.Gdański,"
15,701906,600104,"Dw.Gdański,","gen.Zajączka,"
15,600104,600204,"gen.Zajączka,","pl.Inwalidów,"
15,600204,600310,"pl.Inwalidów,","pl.Wilsona,"
15,600310,600314,"pl.Wilsona,","pl.Wilsona,"
15,600314,607604,"pl.Wilsona,","Bohomolca,"
15,607604,607704,"Bohomolca,","Marymont-Potok,"
17,150771,150701,"Tarchomin Kościelny,","Tarchomin Kościelny,"
17,150701,119505,"Tarchomin Kościelny,","Mehoffera,"
17,119505,127705,"Mehoffera,","Tarchomin,"
17,127705,125605,"Tarchomin,","Myśliborska,"
17,125605,152101,"Myśliborska,","Śreniawitów,"
17,152101,112203,"Śreniawitów,","Stare Świdry,"
17,112203,146903,"Stare Świdry,","Świderska,"
17,146903,601403,"Świderska,","Cm.Włoski,"
17,601403,601303,"Cm.Włoski,","Przy Agorze,"
17,601303,601103,"Przy Agorze,","UKSW,"
17,601103,601003,"UKSW,","Szpital Bielański,"
17,601003,600803,"Szpital Bielański,","AWF,"
17,600803,600703,"AWF,","Podleśna-IMiGW,"
17,600703,600605,"Podleśna-IMiGW,","Żeromskiego,"
17,600605,607503,"Żeromskiego,","Park Kaskada,"
17,607503,600503,"Park Kaskada,","Metro Marymont,"
17,600503,609403,"Metro Marymont,","ks.Popiełuszki,"
17,609403,603903,"ks.Popiełuszki,","pl.Grunwaldzki,"
17,603903,709109,"pl.Grunwaldzki,","rondo ""Radosława"","
17,709109,709105,"rondo ""Radosława"",","rondo ""Radosława"","
17,709105,708405,"rondo ""Radosława"",","Stawki,"
17,708405,708305,"Stawki,","Anielewicza,"
17,708305,708205,"Anielewicza,","Nowolipki,"
17,708205,708509,"Nowolipki,","Kino Femina,"
17,708509,708603,"Kino Femina,","Hala Mirowska,"
17,708603,708803,"Hala Mirowska,","rondo ONZ,"
17,708803,700209,"rondo ONZ,","Dw.Centralny,"
17,700209,708903,"Dw.Centralny,","Koszykowa,"
17,708903,709003,"Koszykowa,","Nowowiejska,"
17,709003,709303,"Nowowiejska,","GUS,"
17,709303,709403,"GUS,","Biblioteka Narodowa,"
17,709403,322803,"Biblioteka Narodowa,","Metro Pole Mokotowskie,"
17,322803,311801,"Metro Pole Mokotowskie,","Kielecka,"
17,311801,328603,"Kielecka,","Rakowiecka-Sanktuarium,"
17,328603,323703,"Rakowiecka-Sanktuarium,","Kulskiego,"
17,323703,323803,"Kulskiego,","Wołoska-Szpital,"
17,323803,323903,"Wołoska-Szpital,","Wołoska,"
17,323903,324003,"Wołoska,","Woronicza,"
17,324003,324103,"Woronicza,","Konstruktorska,"
17,324103,324203,"Konstruktorska,","Domaniewska,"
17,324203,324304,"Domaniewska,","rondo Unii Europejskiej,"
17,324304,325004,"rondo Unii Europejskiej,","Postępu,"
17,325004,325102,"Postępu,","Wynalazek,"
17,325102,325412,"Wynalazek,","PKP Służewiec,"
18,325413,325411,"PKP Służewiec,","PKP Służewiec,"
18,325411,325101,"PKP Służewiec,","Wynalazek,"
18,325101,325003,"Wynalazek,","Postępu,"
18,325003,324303,"Postępu,","rondo Unii Europejskiej,"
18,324303,324204,"rondo Unii Europejskiej,","Domaniewska,"
18,324204,324104,"Domaniewska,","Konstruktorska,"
18,324104,324007,"Konstruktorska,","Woronicza,"
18,324007,311603,"Woronicza,","Samochodowa,"
18,311603,311503,"Samochodowa,","Telewizja Polska,"
18,311503,311403,"Telewizja Polska,","Metro Wierzbno,"
18,311403,300705,"Metro Wierzbno,","Królikarnia,"
18,300705,300704,"Królikarnia,","Królikarnia,"
18,300704,300606,"Królikarnia,","Malczewskiego,"
18,300606,300506,"Malczewskiego,","Park Dreszera,"
18,300506,300404,"Park Dreszera,","Morskie Oko,"
18,300404,300306,"Morskie Oko,","Dworkowa,"
18,300306,300206,"Dworkowa,","Rakowiecka,"
18,300206,300106,"Rakowiecka,","pl.Unii Lubelskiej,"
18,300106,701004,"pl.Unii Lubelskiej,","pl.Zbawiciela,"
18,701004,701106,"pl.Zbawiciela,","pl.Konstytucji,"
18,701106,701204,"pl.Konstytucji,","Hoża,"
18,701204,701308,"Hoża,","Centrum,"
18,701308,701406,"Centrum,","Metro Świętokrzyska,"
18,701406,701506,"Metro Świętokrzyska,","Królewska,"
18,701506,701608,"Królewska,","pl.Bankowy,"
18,701608,709904,"pl.Bankowy,","Metro Ratusz-Arsenał,"
18,709904,701706,"Metro Ratusz-Arsenał,","Muranów,"
18,701706,701808,"Muranów,","Muranowska,"
18,701808,705301,"Muranowska,","KS Polonia,"
18,705301,705405,"KS Polonia,","Park Traugutta,"
18,705405,705503,"Park Traugutta,","most Gdański,"
18,705503,116404,"most Gdański,","Wybrzeże Helskie,"
18,116404,100604,"Wybrzeże Helskie,","rondo Starzyńskiego,"
18,100604,100702,"rondo Starzyńskiego,","Golędzinów,"
18,100702,100804,"Golędzinów,","PIMot,"
18,100804,100902,"PIMot,","Batalionu Platerówek,"
18,100902,101004,"Batalionu Platerówek,","Śliwice,"
18,101004,101104,"Śliwice,","Budzińskiej-Tylickiej,"
18,101104,101204,"Budzińskiej-Tylickiej,","Dyrekcja FSO,"
18,101204,101306,"Dyrekcja FSO,","Żerań FSO,"
20,101305,101308,"Żerań FSO,","Żerań FSO,"
20,101308,101203,"Żerań FSO,","Dyrekcja FSO,"
20,101203,101103,"Dyrekcja FSO,","Budzińskiej-Tylickiej,"
20,101103,101003,"Budzińskiej-Tylickiej,","Śliwice,"
20,101003,100901,"Śliwice,","Batalionu Platerówek,"
20,100901,100803,"Batalionu Platerówek,","PIMot,"
20,100803,100701,"PIMot,","Golędzinów,"
20,100701,100605,"Golędzinów,","rondo Starzyńskiego,"
20,100605,100503,"rondo Starzyńskiego,","pl.Hallera,"
20,100503,100401,"pl.Hallera,","Ratuszowa-ZOO,"
20,100401,146801,"Ratuszowa-ZOO,","Ratuszowa,"
20,146801,100303,"Ratuszowa,","Dw.Wileński,"
20,100303,116301,"Dw.Wileński,","Park Praski,"
20,116301,704702,"Park Praski,","Stare Miasto,"
20,704702,709910,"Stare Miasto,","Metro Ratusz-Arsenał,"
20,709910,708506,"Metro Ratusz-Arsenał,","Kino Femina,"
20,708506,500204,"Kino Femina,","Wola-Ratusz,"
20,500204,500304,"Wola-Ratusz,","Okopowa,"
20,500304,500406,"Okopowa,","Zajezdnia Wola,"
20,500406,502504,"Zajezdnia Wola,","Młynarska,"
