LINE_NUMBER,FROM,TO,FROM_STREET_NAME,TO_STREET_NAME
143,201001,200809,"Wspólna Droga,","Wiatraczna,"
143,200809,213001,"Wiatraczna,","os.Majdańska,"
143,213001,210001,"os.Majdańska,","Przyczółek Grochowski,"
143,210001,209901,"Przyczółek Grochowski,","Kanał Gocławski,"
143,209901,209801,"Kanał Gocławski,","Międzynarodowa,"
143,209801,209701,"Międzynarodowa,","Saska,"
143,209701,209601,"Saska,","Wał Miedzeszyński,"
143,209601,707602,"Wał Miedzeszyński,","Torwar,"
143,707602,707102,"Torwar,","Rozbrat,"
143,707102,703706,"Rozbrat,","pl.Na Rozdrożu,"
143,703706,700902,"pl.Na Rozdrożu,","Marszałkowska,"
143,700902,700602,"Marszałkowska,","Metro Politechnika,"
143,700602,709301,"Metro Politechnika,","GUS,"
143,709301,709307,"GUS,","GUS,"
145,200816,201002,"Wiatraczna,","Wspólna Droga,"
145,201002,201102,"Wspólna Droga,","pl.Szembeka,"
145,201102,201202,"pl.Szembeka,","Żółkiewskiego,"
145,201202,201302,"Żółkiewskiego,","Kwatery Głównej,"
145,201302,201402,"Kwatery Głównej,","Gocławek,"
145,201402,201504,"Gocławek,","Płowiecka,"
145,201504,205802,"Płowiecka,","PKP Gocławek,"
145,205802,205906,"PKP Gocławek,","Okularowa,"
145,205906,207202,"Okularowa,","Szymańskiego,"
145,207202,207302,"Szymańskiego,","Oraczy,"
145,207302,207402,"Oraczy,","Gontarska,"
145,207402,207502,"Gontarska,","rondo Granzowa,"
145,207502,207602,"rondo Granzowa,","Gwarków,"
145,207602,207702,"Gwarków,","Ciepłownia Kawęczyn,"
145,207702,231902,"Ciepłownia Kawęczyn,","Meblowa,"
145,231902,207802,"Meblowa,","Ogrody Działkowe Kawęczyn,"
145,207802,120902,"Ogrody Działkowe Kawęczyn,","Powstańców,                     ZB 02      |18|26|                                               r"
145,120902,122202,"Powstańców,                     ZB 02      |18|26|                                               r","Cmentarz,                       ZB 02  NŻ  |19|27|                                               r"
145,122202,121002,"Cmentarz,                       ZB 02  NŻ  |19|27|                                               r","Szwoleżerów,                    ZB 02      |20|28|               Warszawska,                     r"
145,121002,121101,"Szwoleżerów,                    ZB 02      |20|28|               Warszawska,                     r","Warszawska,                     ZB 01      |22|31|               Łodygowa,                                                                            |  |  |"
145,121101,106501,"Warszawska,                     ZB 01      |22|31|               Łodygowa,                                                                            |  |  |","Klamrowa,"
145,106501,106401,"Klamrowa,","Lewinów,"
145,106401,130401,"Lewinów,","Potulicka,"
145,130401,106002,"Potulicka,","Młodzieńcza,"
145,106002,106102,"Młodzieńcza,","Codzienna,"
145,106102,106202,"Codzienna,","Bohuszewiczówny,"
145,106202,152902,"Bohuszewiczówny,","Przy Grodzisku,"
145,152902,114651,"Przy Grodzisku,","Targówek-Ratusz,"
145,114651,114501,"Targówek-Ratusz,","Żuromińska,"
145,114501,121501,"Żuromińska,","Gilarska,"
145,121501,121604,"Gilarska,","Balkonowa,"
145,121604,115501,"Balkonowa,","Chodecka,"
145,115501,115601,"Chodecka,","Wyszogrodzka,"
145,115601,108301,"Wyszogrodzka,","Rembielińska,"
145,108301,115702,"Rembielińska,","Bartnicza,"
145,115702,115803,"Bartnicza,","Bazyliańska,"
145,115803,116206,"Bazyliańska,","Pelcowizna,"
145,116206,115901,"Pelcowizna,","PKP Toruńska,"
145,115901,101303,"PKP Toruńska,","Żerań FSO,"
145,101303,101312,"Żerań FSO,","Żerań FSO,"
146,205204,205201,"Falenica,","Falenica,"
146,205201,205301,"Falenica,","MERA-PNEFAL,"
146,205301,245201,"MERA-PNEFAL,","Liliowa,"
146,245201,205401,"Liliowa,","Kosaćcowa,"
146,205401,205502,"Kosaćcowa,","Bysławska,"
146,205502,220102,"Bysławska,","Rozchodnikowa,"
146,220102,220002,"Rozchodnikowa,","Podbiałowa,"
146,220002,219902,"Podbiałowa,","Ogórkowa,"
146,219902,219852,"Ogórkowa,","Strzygłowska,"
146,219852,225802,"Strzygłowska,","Rychnowska,"
146,225802,221402,"Rychnowska,","Romantyczna,"
146,221402,221302,"Romantyczna,","Cyklamenów,"
146,221302,221202,"Cyklamenów,","Skalnicowa,"
146,221202,221102,"Skalnicowa,","Peonii,"
146,221102,221002,"Peonii,","Jeziorowa,"
146,221002,220902,"Jeziorowa,","Bronowska,"
146,220902,220802,"Bronowska,","Kanał Nowe Ujście,"
146,220802,220702,"Kanał Nowe Ujście,","Wojsławicka,"
146,220702,220602,"Wojsławicka,","Kadetów,"
146,220602,224902,"Kadetów,","Narodowa,"
146,224902,220502,"Narodowa,","most Siekierkowski,"
146,220502,225502,"most Siekierkowski,","Fieldorfa,"
146,225502,220402,"Fieldorfa,","Ośrodek Cora,"
146,220402,220302,"Ośrodek Cora,","Ośrodek AZS,"
146,220302,220202,"Ośrodek AZS,","Ośrodek LOK,"
146,220202,215102,"Ośrodek LOK,","Wersalska,"
146,215102,215202,"Wersalska,","Meksykańska,"
146,215202,225302,"Meksykańska,","pl.Przymierza,"
146,225302,215302,"pl.Przymierza,","Francuska,"
146,215302,213101,"Francuska,","rondo Waszyngtona,"
146,213101,239902,"rondo Waszyngtona,","Wybrzeże Szczecińskie,"
146,239902,123102,"Wybrzeże Szczecińskie,","Metro Stadion Narodowy,"
146,123102,100101,"Metro Stadion Narodowy,","Kijowska,"
146,100101,200104,"Kijowska,","al.Zieleniecka,"
146,200104,200206,"al.Zieleniecka,","Lubelska,"
146,200206,212001,"Lubelska,","Dw.Wschodni (Lubelska),"
147,227503,234901,"Stara Miłosna (Ułańska),","Rumiankowa,"
147,234901,234801,"Rumiankowa,","Pogodna,"
147,234801,234701,"Pogodna,","Marmurowa,"
147,234701,234603,"Marmurowa,","Torfowa,"
147,234603,244001,"Torfowa,","Stara Miłosna (Graniczna),"
147,244001,243901,"Stara Miłosna (Graniczna),","Kociszewskich,"
147,243901,203301,"Kociszewskich,","Trzykrotki,"
147,203301,203101,"Trzykrotki,","Centrum Zdrowia Dziecka,"
147,203101,203001,"Centrum Zdrowia Dziecka,","Bielszowicka,"
147,203001,202901,"Bielszowicka,","Bursztynowa-Szpital,"
147,202901,202801,"Bursztynowa-Szpital,","Pożaryskiego,"
147,202801,243801,"Pożaryskiego,","Wawer-Ratusz,"
147,243801,203903,"Wawer-Ratusz,","PKP Międzylesie,"
147,203903,225701,"PKP Międzylesie,","Rogatkowa,"
147,225701,221801,"Rogatkowa,","Żonkilowa,"
147,221801,221701,"Żonkilowa,","Motylkowa,"
147,221701,221601,"Motylkowa,","Wiązana,"
147,221601,219202,"Wiązana,","Zwoleńska,"
147,219202,219102,"Zwoleńska,","Zerzeń,"
147,219102,219002,"Zerzeń,","Kombajnistów,"
147,219002,221501,"Kombajnistów,","Wodniaków,"
147,221501,220902,"Wodniaków,","Bronowska,"
147,220902,220802,"Bronowska,","Kanał Nowe Ujście,"
147,220802,220702,"Kanał Nowe Ujście,","Wojsławicka,"
147,220702,220602,"Wojsławicka,","Kadetów,"
147,220602,224902,"Kadetów,","Narodowa,"
147,224902,220502,"Narodowa,","most Siekierkowski,"
147,220502,231302,"most Siekierkowski,","Meissnera,"
147,231302,214602,"Meissnera,","Bora-Komorowskiego,"
147,214602,214502,"Bora-Komorowskiego,","Abrahama,"
147,214502,214402,"Abrahama,","Wał Gocławski,"
147,214402,214302,"Wał Gocławski,","Afrykańska,"
147,214302,209704,"Afrykańska,","Saska,"
147,209704,214002,"Saska,","Stacja Krwiodawstwa,"
147,214002,225302,"Stacja Krwiodawstwa,","pl.Przymierza,"
147,225302,215302,"pl.Przymierza,","Francuska,"
147,215302,213101,"Francuska,","rondo Waszyngtona,"
147,213101,239902,"rondo Waszyngtona,","Wybrzeże Szczecińskie,"
147,239902,123102,"Wybrzeże Szczecińskie,","Metro Stadion Narodowy,"
147,123102,100101,"Metro Stadion Narodowy,","Kijowska,"
147,100101,200104,"Kijowska,","al.Zieleniecka,"
147,200104,200206,"al.Zieleniecka,","Lubelska,"
147,200206,212001,"Lubelska,","Dw.Wschodni (Lubelska),"
148,200817,201002,"Wiatraczna,","Wspólna Droga,"
148,201002,201102,"Wspólna Droga,","pl.Szembeka,"
148,201102,236201,"pl.Szembeka,","Gdecka,"
148,236201,210701,"Gdecka,","Łukowska,"
148,210701,210205,"Łukowska,","Zamieniecka,"
148,210205,212401,"Zamieniecka,","Bukowskiego,"
148,212401,214901,"Bukowskiego,","Umińskiego,"
148,214901,214601,"Umińskiego,","Bora-Komorowskiego,"
148,214601,214701,"Bora-Komorowskiego,","Horbaczewskiego,"
148,214701,214809,"Horbaczewskiego,","Gocław,"
148,214809,220503,"Gocław,","most Siekierkowski,"
148,220503,330801,"most Siekierkowski,","Siekierki-Sanktuarium,"
148,330801,332301,"Siekierki-Sanktuarium,","Małe Siekierki,"
148,332301,332401,"Małe Siekierki,","Ogrody Działkowe Czerniaków,"
148,332401,306003,"Ogrody Działkowe Czerniaków,","al.Witosa,"
148,306003,332501,"al.Witosa,","Beethovena,"
148,332501,303001,"Beethovena,","Tor Stegny,"
148,303001,303101,"Tor Stegny,","Mangalia,"
148,303101,303201,"Mangalia,","Czarnomorska,"
148,303201,303304,"Czarnomorska,","św.Bonifacego,"
148,303304,309302,"św.Bonifacego,","Batumi,"
148,309302,309402,"Batumi,","Stegny,"
148,309402,303901,"Stegny,","Dolina Służewiecka,"
148,303901,309803,"Dolina Służewiecka,","Nowoursynowska,"
148,309803,309901,"Nowoursynowska,","Arbuzowa,"
148,309901,302901,"Arbuzowa,","SGGW-Biblioteka,"
148,302901,310001,"SGGW-Biblioteka,","SGGW-Rektorat,"
148,310001,320601,"SGGW-Rektorat,","SGGW-Klinika,"
148,320601,315102,"SGGW-Klinika,","Ciszewskiego,"
148,315102,312401,"Ciszewskiego,","Kopcińskiego,"
148,312401,312301,"Kopcińskiego,","Nugat,"
148,312301,312201,"Nugat,","Teligi,"
148,312201,313804,"Teligi,","Polinezyjska,"
148,313804,328002,"Polinezyjska,","Metro Imielin,"
148,328002,313904,"Metro Imielin,","Miklaszewskiego,"
148,313904,329902,"Miklaszewskiego,","Instytut Hematologii,"
148,329902,313404,"Instytut Hematologii,","Centrum Onkologii,"
148,313404,313302,"Centrum Onkologii,","Herbsta,"
148,313302,301304,"Herbsta,","Poleczki,"
148,301304,310202,"Poleczki,","Tango,"
148,310202,329002,"Tango,","Poloneza,"
148,329002,328902,"Poloneza,","Hołubcowa,"
148,328902,327102,"Hołubcowa,","Kłobucka,"
148,327102,414702,"Kłobucka,","Terminal Cargo,"
148,414702,414604,"Terminal Cargo,","PKP Okęcie,"
148,414604,420302,"PKP Okęcie,","Bennetta,"
148,420302,420001,"Bennetta,","Lotnisko Chopina-Odloty,"
148,420001,420201,"Lotnisko Chopina-Odloty,","Terminal Autokarowy,"
148,420201,404071,"Terminal Autokarowy,","Lotnisko Chopina,"
149,508301,508101,"Groty,","Arkadyjska,"
149,508101,508001,"Arkadyjska,","Kocjana-Bocznica,"
149,508001,507901,"Kocjana-Bocznica,","Kocjana-Sądy,"
149,507901,509301,"Kocjana-Sądy,","Kartezjusza,"
149,509301,516301,"Kartezjusza,","Kocjana,"
149,516301,505201,"Kocjana,","Fort Blizne,"
149,505201,505101,"Fort Blizne,","Narwik,"
149,505101,505003,"Narwik,","os.Górczewska,"
149,505003,505009,"os.Górczewska,","os.Górczewska,"
150,605921,605903,"Metro Młociny,","Metro Młociny,"
150,605903,606101,"Metro Młociny,","Zajezdnia Żoliborz,"
150,606101,601502,"Zajezdnia Żoliborz,","Prozy,"
150,601502,601602,"Prozy,","Muzealna,"
150,601602,601702,"Muzealna,","Dzierżoniowska,"
150,601702,601802,"Dzierżoniowska,","Park Młociński,"
150,601802,662403,"Park Młociński,","Buraków,                        ŁM 03      |12|14|                                               r"
150,662403,665802,"Buraków,                        ŁM 03      |12|14|                                               r","11 Listopada,                   ŁM 02  NŻ  |13|15|                                               r"
150,665802,662602,"11 Listopada,                   ŁM 02  NŻ  |13|15|                                               r","POLMO,                          ŁM 02      |15|17|                                               r"
150,662602,662702,"POLMO,                          ŁM 02      |15|17|                                               r","Lwowska,                        ŁM 02      |16|18|                                               r"
150,662702,662802,"Lwowska,                        ŁM 02      |16|18|                                               r","Łomianki-Szkoła,                ŁM 02      |17|19|                                               r"
150,662802,640702,"Łomianki-Szkoła,                ŁM 02      |17|19|                                               r","Łomianki-Centrum,               ŁM 02      |19|21|                                               r"
150,640702,681002,"Łomianki-Centrum,               ŁM 02      |19|21|                                               r","Kościół,                        ŁM 02      |21|23|                                               r"
150,681002,680902,"Kościół,                        ŁM 02      |21|23|                                               r","ICDS,                           ŁM 02      |22|24|                                               r"
150,680902,680802,"ICDS,                           ŁM 02      |22|24|                                               r","Armii ""Poznań"",                 ŁM 02      |23|25|"
150,680802,641102,"Armii ""Poznań"",                 ŁM 02      |23|25|","Ogrodowa,                       KŁ 02  NŻ  |24|26|                                               r"
150,641102,680702,"Ogrodowa,                       KŁ 02  NŻ  |24|26|                                               r","Graniczka,                      KŁ 02      |25|27|"
150,680702,680602,"Graniczka,                      KŁ 02      |25|27|","Instytut Ekologii PAN,          DL 02      |28|30|"
150,680602,616801,"Instytut Ekologii PAN,          DL 02      |28|30|","Dziekanów Leśny,                DL 01      |30|32|"
151,250202,250201,"Rechniewskiego,","Rechniewskiego,"
151,250201,241801,"Rechniewskiego,","Nowaka-Jeziorańskiego,"
151,241801,241701,"Nowaka-Jeziorańskiego,","Bohaterewicza,"
151,241701,241601,"Bohaterewicza,","Kakowskiego,"
151,241601,241502,"Kakowskiego,","Kompasowa,"
151,241502,210104,"Kompasowa,","Poligonowa,"
151,210104,213004,"Poligonowa,","os.Majdańska,"
151,213004,213001,"os.Majdańska,","os.Majdańska,"
151,213001,210001,"os.Majdańska,","Przyczółek Grochowski,"
151,210001,209901,"Przyczółek Grochowski,","Kanał Gocławski,"
151,209901,209801,"Kanał Gocławski,","Międzynarodowa,"
151,209801,209701,"Międzynarodowa,","Saska,"
151,209701,209601,"Saska,","Wał Miedzeszyński,"
151,209601,707602,"Wał Miedzeszyński,","Torwar,"
151,707602,707102,"Torwar,","Rozbrat,"
151,707102,703706,"Rozbrat,","pl.Na Rozdrożu,"
151,703706,700902,"pl.Na Rozdrożu,","Marszałkowska,"
151,700902,700602,"Marszałkowska,","Metro Politechnika,"
151,700602,709002,"Metro Politechnika,","Nowowiejska,"
152,127707,127701,"Tarchomin,","Tarchomin,"
152,127701,125601,"Tarchomin,","Myśliborska,"
152,125601,121901,"Myśliborska,","Milenijna,"
152,121901,102002,"Milenijna,","Białołęka-Ratusz,"
152,102002,125402,"Białołęka-Ratusz,","Braci Zawadzkich,"
152,125402,102102,"Braci Zawadzkich,","Drogowa,"
152,102102,102204,"Drogowa,","Klasyków,"
152,102204,148602,"Klasyków,","Krokwi,"
152,148602,110302,"Krokwi,","Fletniowa,"
152,110302,110402,"Fletniowa,","PKP Płudy,"
152,110402,121802,"PKP Płudy,","Sadkowska,"
152,121802,110502,"Sadkowska,","Ołówkowa,"
152,110502,110602,"Ołówkowa,","Wałuszewska,"
152,110602,110702,"Wałuszewska,","Żyrardowska,"
152,110702,110802,"Żyrardowska,","Ambaras,"
152,110802,110902,"Ambaras,","Zegarynki,"
152,110902,111001,"Zegarynki,","Białołęka Dworska,"
153,208602,208501,"Rembertów-Kolonia,","Buławy,"
153,208501,208401,"Buławy,","Przebieg,"
153,208401,207006,"Przebieg,","PKP Rembertów,"
153,207006,208302,"PKP Rembertów,","Rembertów-Ratusz,"
153,208302,209002,"Rembertów-Ratusz,","Zawodowa,"
153,209002,209102,"Zawodowa,","Szafarzy,"
153,209102,209202,"Szafarzy,","Paderewskiego,"
153,209202,209302,"Paderewskiego,","Dziewanowska,"
153,209302,209402,"Dziewanowska,","Szyszaków,"
153,209402,209502,"Szyszaków,","Listonoszy,"
153,209502,222001,"Listonoszy,","PKP Mokry Ług,"
154,401509,401401,"P+R Al.Krakowska,","Instytut Lotnictwa,"
154,401401,401205,"Instytut Lotnictwa,","Krakowiaków,"
154,401205,414101,"Krakowiaków,",Ogród Działkowy im.Warneńczyka
154,414101,419801,Ogród Działkowy im.Warneńczyka,"Okęcie Business Park,"
154,419801,414301,"Okęcie Business Park,","Drzewieckiego,"
154,414301,403802,"Drzewieckiego,","Komitetu Obrony Robotników,"
154,403802,403702,"Komitetu Obrony Robotników,","Sasanki,"
154,403702,403602,"Sasanki,","Leżajska,"
154,403602,403504,"Leżajska,","Novotel,"
154,403504,430402,"Novotel,","Urząd Statystyczny,"
154,430402,430302,"Urząd Statystyczny,","Jadwisin,"
154,430302,400901,"Jadwisin,","1 Sierpnia,"
154,400901,400801,"1 Sierpnia,","PKP Rakowiec,"
154,400801,400701,"PKP Rakowiec,","Korotyńskiego,"
154,400701,400601,"Korotyńskiego,","Dickensa,"
154,400601,400506,"Dickensa,","Bitwy Warszawskiej 1920 r.,"
154,400506,415404,"Bitwy Warszawskiej 1920 r.,","Szczęśliwicka,"
154,415404,404305,"Szczęśliwicka,","Grzymały-Sokołowskiego,"
154,404305,404402,"Grzymały-Sokołowskiego,","Dw.Zachodni,"
154,404402,404506,"Dw.Zachodni,","rondo Zesłańców Syberyjskich,"
154,404506,509702,"rondo Zesłańców Syberyjskich,","Armatnia,"
154,509702,509602,"Armatnia,","Parafialna,"
154,509602,504302,"Parafialna,","PKP Wola (Kasprzaka),"
154,504302,504402,"PKP Wola (Kasprzaka),","Ordona,"
154,504402,500908,"Ordona,","Reduta Wolska,"
154,500908,509802,"Reduta Wolska,","Zajezdnia Redutowa,"
154,509802,509902,"Zajezdnia Redutowa,","Pustola,"
154,509902,510002,"Pustola,","Redutowa,"
154,510002,503002,"Redutowa,","Metro Księcia Janusza,"
154,503002,503102,"Metro Księcia Janusza,","Góralska,"
154,503102,503202,"Góralska,","Białowiejska,"
154,503202,519452,"Białowiejska,","Grodkowska,"
154,519452,503302,"Grodkowska,","Konarskiego,"
154,503302,503402,"Konarskiego,","Bemowo-Ratusz,"
154,503402,503502,"Bemowo-Ratusz,","Klemensiewicza,"
154,503502,505002,"Klemensiewicza,","os.Górczewska,"
154,505002,505102,"os.Górczewska,","Narwik,"
154,505102,505202,"Narwik,","Fort Blizne,"
154,505202,516302,"Fort Blizne,","Kocjana,"
154,516302,505302,"Kocjana,","WAT,"
154,505302,505402,"WAT,","Archimedesa,"
154,505402,505505,"Archimedesa,","Stare Bemowo,"
155,510406,510501,"Znana,","Strąkowa,"
155,510501,510401,"Strąkowa,","Znana,"
155,510401,510301,"Znana,","Antka Rozpylacza,"
155,510301,510003,"Antka Rozpylacza,","Redutowa,"
155,510003,509901,"Redutowa,","Pustola,"
155,509901,509801,"Pustola,","Zajezdnia Redutowa,"
155,509801,500907,"Zajezdnia Redutowa,","Reduta Wolska,"
155,500907,504451,"Reduta Wolska,","Ordona,"
155,504451,504301,"Ordona,","PKP Wola (Kasprzaka),"
155,504301,504201,"PKP Wola (Kasprzaka),","Szpital Wolski,"
155,504201,504009,"Szpital Wolski,","rondo Daszyńskiego,"
156,605923,605901,"Metro Młociny,","Metro Młociny,"
156,605901,605703,"Metro Młociny,","Sokratesa,"
156,605703,605501,"Sokratesa,","Metro Wawrzyszew,"
156,605501,605503,"Metro Wawrzyszew,","Metro Wawrzyszew,"
156,605503,605401,"Metro Wawrzyszew,","Oczapowskiego,"
156,605401,605201,"Oczapowskiego,","Metro Stare Bielany,"
156,605201,605101,"Metro Stare Bielany,","Podczaszyńskiego,"
156,605101,600603,"Podczaszyńskiego,","Żeromskiego,"
156,600603,607505,"Żeromskiego,","Park Kaskada,"
156,607505,613303,"Park Kaskada,","os.Potok,"
156,613303,101304,"os.Potok,","Żerań FSO,"
156,101304,115902,"Żerań FSO,","PKP Toruńska,"
156,115902,115801,"PKP Toruńska,","Bazyliańska,"
156,115801,115704,"Bazyliańska,","Bartnicza,"
156,115704,108302,"Bartnicza,","Rembielińska,"
156,108302,115602,"Rembielińska,","Wyszogrodzka,"
156,115602,115503,"Wyszogrodzka,","Chodecka,"
156,115503,121602,"Chodecka,","Balkonowa,"
156,121602,121555,"Balkonowa,","Gilarska,"
156,121555,152801,"Gilarska,","Niwa,"
156,152801,114401,"Niwa,","Cm.Bródnowski,"
156,114401,114304,"Cm.Bródnowski,","Kołowa,"
156,114304,113801,"Kołowa,","DKS Targówek,"
156,113801,113702,"DKS Targówek,","Metro Targówek Mieszkaniowy,"
156,113702,113602,"Metro Targówek Mieszkaniowy,","Myszkowska,"
156,113602,105502,"Myszkowska,","Gorzykowska,"
156,105502,105602,"Gorzykowska,","Bieżuńska,"
156,105602,130302,"Bieżuńska,","Kraśnicka,"
156,130302,104701,"Kraśnicka,","Rzeczna,"
156,104701,104601,"Rzeczna,","Hutnicza,"
156,104601,104501,"Hutnicza,","Chemiczna,"
156,104501,121702,"Chemiczna,","Księcia Ziemowita,"
156,121702,103603,"Księcia Ziemowita,","Siarczana,"
156,103603,152201,"Siarczana,","Młyn Michla,"
156,152201,102811,"Młyn Michla,","Dw.Wschodni (Kijowska),"
156,102811,102806,"Dw.Wschodni (Kijowska),","Dw.Wschodni (Kijowska),"
157,411902,412001,"Szczęśliwice,","Urbanistów,"
157,412001,411801,"Urbanistów,","Opaczewska,"
157,411801,411701,"Opaczewska,","Rokosowska,"
157,411701,411601,"Rokosowska,","Hala Kopińska,"
157,411601,412101,"Hala Kopińska,","Wawelska,"
157,412101,400301,"Wawelska,","pl.Narutowicza,"
157,400301,400103,"pl.Narutowicza,","pl.Zawiszy,"
157,400103,405206,"pl.Zawiszy,","pl.Starynkiewicza,"
157,405206,508802,"pl.Starynkiewicza,","Sienna,"
157,508802,503906,"Sienna,","Norblin,"
157,503906,503604,"Norblin,","Mennica,"
157,503604,508902,"Mennica,","Chłodna,"
157,508902,500206,"Chłodna,","Wola-Ratusz,"
157,500206,515402,"Wola-Ratusz,","Nowolipie,"
157,515402,515502,"Nowolipie,","Smocza,"
157,515502,515602,"Smocza,","Miła,"
157,515602,708403,"Miła,","Stawki,"
157,708403,702001,"Stawki,","Dzika,"
157,702001,702101,"Dzika,","Inflancka,"
157,702101,701803,"Inflancka,","Muranowska,"
157,701803,701902,"Muranowska,","Dw.Gdański,"
157,701902,600102,"Dw.Gdański,","gen.Zajączka,"
157,600102,600202,"gen.Zajączka,","pl.Inwalidów,"
157,600202,600308,"pl.Inwalidów,","pl.Wilsona,"
157,600308,600304,"pl.Wilsona,","pl.Wilsona,"
157,600304,607602,"pl.Wilsona,","Bohomolca,"
157,607602,607706,"Bohomolca,","Marymont-Potok,"
157,607706,613302,"Marymont-Potok,","os.Potok,"
157,613302,613702,"os.Potok,","Rudzka,"
157,613702,613602,"Rudzka,","Sobocka,"
157,613602,608601,"Sobocka,","Klaudyny,"
157,608601,608202,"Klaudyny,","Gwiaździsta,"
157,608202,608206,"Gwiaździsta,","Gwiaździsta,"
158,210502,210601,"Witolin,","Tarnowiecka,"
158,210601,210703,"Tarnowiecka,","Łukowska,"
158,210703,210203,"Łukowska,","Zamieniecka,"
158,210203,210101,"Zamieniecka,","Poligonowa,"
158,210101,213004,"Poligonowa,","os.Majdańska,"
158,213004,213601,"os.Majdańska,","Rozłucka,"
158,213601,213501,"Rozłucka,","Walewska,"
158,213501,213301,"Walewska,","Kinowa,"
158,213301,213201,"Kinowa,","Park Skaryszewski,"
158,213201,213101,"Park Skaryszewski,","rondo Waszyngtona,"
158,213101,700302,"rondo Waszyngtona,","most Poniatowskiego,"
158,700302,706802,"most Poniatowskiego,","PKP Powiśle,"
158,706802,704102,"PKP Powiśle,","Muzeum Narodowe,"
158,704102,703302,"Muzeum Narodowe,","Krucza,"
158,703302,701306,"Krucza,","Centrum,"
158,701306,700202,"Centrum,","Dw.Centralny,"
158,700202,405202,"Dw.Centralny,","pl.Starynkiewicza,"
158,405202,400102,"pl.Starynkiewicza,","pl.Zawiszy,"
158,400102,404102,"pl.Zawiszy,","Spiska,"
158,404102,404202,"Spiska,","Białobrzeska,"
158,404202,404302,"Białobrzeska,","Grzymały-Sokołowskiego,"
158,404302,404402,"Grzymały-Sokołowskiego,","Dw.Zachodni,"
158,404402,404502,"Dw.Zachodni,","rondo Zesłańców Syberyjskich,"
158,404502,405102,"rondo Zesłańców Syberyjskich,","Berestecka,"
158,405102,412602,"Berestecka,","CH Reduta,"
159,307904,308004,"EC Siekierki,","Statkowskiego,"
159,308004,309102,"Statkowskiego,","Sypniewska,"
159,309102,309002,"Sypniewska,","Jeziorko Czerniakowskie,"
159,309002,308902,"Jeziorko Czerniakowskie,","os.Bernardyńska,"
159,308902,306202,"os.Bernardyńska,","Gołkowska,"
159,306202,306102,"Gołkowska,","Pl.Bernardyński,"
159,306102,306002,"Pl.Bernardyński,","al.Witosa,"
159,306002,305902,"al.Witosa,","Chełmska,"
159,305902,305802,"Chełmska,","Sielce,"
159,305802,305702,"Sielce,","Bartycka,"
159,305702,707302,"Bartycka,","Szwoleżerów,"
159,707302,707402,"Szwoleżerów,","Zaruskiego,"
159,707402,707502,"Zaruskiego,","Legia-Stadion,"
159,707502,707106,"Legia-Stadion,","Rozbrat,"
159,707106,703902,"Rozbrat,","Wiejska,"
159,703902,703804,"Wiejska,","Piękna,"
159,703804,703502,"Piękna,","Mokotowska,"
159,703502,701104,"Mokotowska,","pl.Konstytucji,"
159,701104,700402,"pl.Konstytucji,","Noakowskiego,"
159,700402,708902,"Noakowskiego,","Koszykowa,"
159,708902,426102,"Koszykowa,","Krzywickiego,"
159,426102,415204,"Krzywickiego,","Lindleya,"
159,415204,405202,"Lindleya,","pl.Starynkiewicza,"
159,405202,400102,"pl.Starynkiewicza,","pl.Zawiszy,"
159,400102,404102,"pl.Zawiszy,","Spiska,"
159,404102,404202,"Spiska,","Białobrzeska,"
159,404202,404302,"Białobrzeska,","Grzymały-Sokołowskiego,"
159,404302,404402,"Grzymały-Sokołowskiego,","Dw.Zachodni,"
159,404402,408101,"Dw.Zachodni,","Na Bateryjce,"
159,408101,408201,"Na Bateryjce,","al.Bohaterów Września,"
159,408201,402701,"al.Bohaterów Września,","CH Blue City,"
160,118206,118303,"Grodzisk,","Kąty Grodziskie,"
160,118303,135701,"Kąty Grodziskie,","os.Derby VI,"
160,135701,135801,"os.Derby VI,","os.Derby III,"
160,135801,135901,"os.Derby III,","os.Derby,"
160,135901,152001,"os.Derby,","Park Magiczny,"
160,152001,128001,"Park Magiczny,","Jesiennych Liści,"
160,128001,117901,"Jesiennych Liści,","CH Targówek,"
160,117901,117903,"CH Targówek,","CH Targówek,"
160,117903,131901,"CH Targówek,","Malborska,"
160,131901,128251,"Malborska,","św.Wincentego,"
160,128251,114651,"św.Wincentego,","Targówek-Ratusz,"
160,114651,114501,"Targówek-Ratusz,","Żuromińska,"
160,114501,121555,"Żuromińska,","Gilarska,"
160,121555,152801,"Gilarska,","Niwa,"
160,152801,114401,"Niwa,","Cm.Bródnowski,"
160,114401,121301,"Cm.Bródnowski,","Gościeradowska,"
160,121301,114003,"Gościeradowska,","Metro Trocka,"
160,114003,113901,"Metro Trocka,","Handlowa,"
160,113901,151702,"Handlowa,","Lusińska,"
160,151702,113801,"Lusińska,","DKS Targówek,"
160,113801,113702,"DKS Targówek,","Metro Targówek Mieszkaniowy,"
160,113702,113602,"Metro Targówek Mieszkaniowy,","Myszkowska,"
160,113602,105501,"Myszkowska,","Gorzykowska,"
160,105501,105401,"Gorzykowska,","Piotra Skargi,"
160,105401,130101,"Piotra Skargi,","al.""Solidarności"","
160,130101,105301,"al.""Solidarności"",","Szwedzka,"
160,105301,105201,"Szwedzka,","Rzeszotarskiej,"
160,105201,100303,"Rzeszotarskiej,","Dw.Wileński,"
160,100303,116301,"Dw.Wileński,","Park Praski,"
